Code;Country;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099
BEL;Belgium;0.002913962;0.002905495;0.002897078;0.002888709;0.002880388;0.002872115;0.00286389;0.002855712;0.00284758;0.002839494;-0.000171692;-0.000171721;-0.000171751;-0.00017178;-0.00017181;-0.000171839;-0.000171869;-0.000171898;-0.000171928;-0.000171958;-0.001741701;-0.001744739;-0.001747789;-0.001750849;-0.00175392;-0.001757001;-0.001760094;-0.001763197;-0.001766312;-0.001769437;-0.003511505;-0.003523879;-0.003536341;-0.003548891;-0.003561531;-0.003574261;-0.003587082;-0.003599995;-0.003613002;-0.003626103;-0.005120901;-0.005147259;-0.005173891;-0.005200799;-0.005227989;-0.005255464;-0.00528323;-0.005311291;-0.005339651;-0.005368316;-0.006224183;-0.006263167;-0.006302641;-0.006342616;-0.006383102;-0.006424108;-0.006465644;-0.00650772;-0.006550348;-0.006593538;-0.007149879;-0.007201368;-0.007253604;-0.007306603;-0.007360382;-0.007414959;-0.007470351;-0.007526578;-0.007583657;-0.007641608;-0.008321464;-0.008391292;-0.008462302;-0.008534524;-0.008607989;-0.00868273;-0.00875878;-0.008836174;-0.008914948;-0.008995139;-0.009712519;-0.009807777;-0.009904922;-0.010004011;-0.010105103;-0.010208258;-0.010313541;-0.010421019;-0.01053076;-0.010642838
BEN;Benin;0.031441259;0.030482841;0.029581124;0.028731222;0.027928794;0.027169969;0.026451289;0.025769648;0.025122256;0.024506595;0.026135857;0.025470172;0.024837555;0.024235602;0.023662136;0.023115181;0.022592941;0.022093778;0.021616194;0.021158821;0.020879063;0.020452043;0.02004214;0.019648345;0.019269727;0.018905425;0.018554641;0.018216638;0.017890729;0.017576277;0.016616632;0.016345032;0.016082169;0.015827626;0.015581016;0.015341972;0.015110153;0.014885235;0.014666914;0.014454905;0.013047823;0.01287977;0.012715991;0.012556325;0.012400619;0.012248727;0.012100511;0.011955839;0.011814586;0.011676631;0.010072539;0.009972095;0.009873634;0.009777098;0.009682432;0.009589582;0.009498495;0.009409123;0.009321416;0.00923533;0.007807274;0.007746793;0.007687241;0.007628599;0.007570844;0.007513957;0.007457918;0.007402709;0.007348312;0.007294708;0.005733328;0.005700644;0.005668331;0.005636382;0.005604791;0.005573553;0.005542661;0.005512109;0.005481892;0.005452005;0.004255052;0.004237023;0.004219146;0.00420142;0.004183842;0.00416641;0.004149123;0.004131979;0.004114976;0.004098112
BFA;Burkina Faso;0.035065276;0.033877358;0.032767288;0.031727659;0.030751971;0.029834501;0.02897019;0.028154548;0.027383575;0.026653702;0.033006639;0.031952011;0.03096269;0.030032794;0.029157124;0.028331072;0.027550536;0.026811855;0.02611175;0.025447277;0.028478288;0.027689731;0.026943668;0.026236754;0.025565986;0.02492866;0.024322337;0.023744807;0.023194069;0.022668299;0.023792522;0.023239594;0.022711781;0.022207411;0.021724956;0.021263018;0.020820315;0.020395671;0.019988002;0.019596311;0.019233182;0.018870247;0.018520756;0.018183975;0.017859223;0.017545868;0.017243319;0.016951027;0.016668479;0.016395196;0.015365265;0.015132747;0.01490716;0.014688201;0.014475581;0.014269028;0.014068288;0.013873117;0.013683287;0.013498582;0.012465866;0.012312382;0.012162631;0.012016479;0.011873798;0.011734465;0.011598364;0.011465385;0.01133542;0.011208368;0.010115334;0.010014038;0.009914752;0.009817415;0.00972197;0.009628363;0.009536542;0.009446455;0.009358055;0.009271294;0.00820122;0.008134507;0.00806887;0.008004285;0.007940725;0.007878167;0.007816586;0.007755961;0.007696269;0.007637489
BGD;Bangladesh;0.013650151;0.013466333;0.013287401;0.013113161;0.012943431;0.01277804;0.012616822;0.012459621;0.012306289;0.012156685;0.012582075;0.012425733;0.012273229;0.012124423;0.011979183;0.011837381;0.011698896;0.011563615;0.011431426;0.011302226;0.009118937;0.009036533;0.008955606;0.008876115;0.008798023;0.008721292;0.008645889;0.008571778;0.008498928;0.008427304;0.006747906;0.006702677;0.00665805;0.006614014;0.006570556;0.006527666;0.006485332;0.006443543;0.00640229;0.006361561;0.004501644;0.00448147;0.004461476;0.00444166;0.004422019;0.004402551;0.004383253;0.004364124;0.004345161;0.004326363;0.003031249;0.003022088;0.003012983;0.003003932;0.002994935;0.002985992;0.002977103;0.002968266;0.002959481;0.002950749;0.00271581;0.002708454;0.002701138;0.002693862;0.002686624;0.002679426;0.002672266;0.002665144;0.00265806;0.002651013;0.003000004;0.002991031;0.002982111;0.002973245;0.002964431;0.002955669;0.002946958;0.002938299;0.002929691;0.002921133;0.003588613;0.003575781;0.00356304;0.00355039;0.003537829;0.003525357;0.003512973;0.003500675;0.003488463;0.003476336
BGR;Bulgaria;-0.005263878;-0.005291733;-0.005319884;-0.005348337;-0.005377095;-0.005406165;-0.00543555;-0.005465257;-0.00549529;-0.005525655;-0.004475532;-0.004495653;-0.004515955;-0.004536441;-0.004557114;-0.004577977;-0.004599031;-0.00462028;-0.004641726;-0.004663372;-0.003743387;-0.003757452;-0.003771624;-0.003785903;-0.00380029;-0.003814788;-0.003829396;-0.003844117;-0.003858951;-0.0038739;-0.002259103;-0.002264218;-0.002269357;-0.002274518;-0.002279703;-0.002284912;-0.002290145;-0.002295402;-0.002300683;-0.002305988;-0.001300514;-0.001302207;-0.001303905;-0.001305608;-0.001307315;-0.001309026;-0.001310742;-0.001312462;-0.001314187;-0.001315916;-0.00037376;-0.0003739;-0.00037404;-0.00037418;-0.00037432;-0.00037446;-0.0003746;-0.000374741;-0.000374881;-0.000375022;0.001157937;0.001156598;0.001155262;0.001153929;0.001152599;0.001151272;0.001149948;0.001148627;0.001147309;0.001145994;0.00205734;0.002053116;0.002048909;0.00204472;0.002040547;0.002036392;0.002032253;0.002028132;0.002024027;0.002019938;0.00208426;0.002079925;0.002075608;0.002071308;0.002067027;0.002062763;0.002058517;0.002054288;0.002050077;0.002045882
BHR;Bahrain;0.043207055;0.041417525;0.039770336;0.038249155;0.036840054;0.035531087;0.034311946;0.033173692;0.032108533;0.031109648;0.019375317;0.019007049;0.01865252;0.018310974;0.017981712;0.017664081;0.017357477;0.017061336;0.016775129;0.016498367;0.015795249;0.015549639;0.01531155;0.015080642;0.014856595;0.014639107;0.014427896;0.014222692;0.014023244;0.013829312;0.013812826;0.013624632;0.013441496;0.013263219;0.013089608;0.012920484;0.012755675;0.012595017;0.012438356;0.012285544;0.010915895;0.010798025;0.010682673;0.01056976;0.010459208;0.010350946;0.010244901;0.010141008;0.0100392;0.009939416;0.009635286;0.009543333;0.009453119;0.009364594;0.009277712;0.009192427;0.009108696;0.009026477;0.008945729;0.008866412;0.009401514;0.009313949;0.009227999;0.009143622;0.009060774;0.008979413;0.008899501;0.008820999;0.008743869;0.008668076;0.008094832;0.008029832;0.007965867;0.007902913;0.007840947;0.007779945;0.007719885;0.007660745;0.007602504;0.007545142;0.005659265;0.005627418;0.005595928;0.005564788;0.005533992;0.005503536;0.005473413;0.005443617;0.005414145;0.00538499
BHS;Bahamas;0.012929308;0.012764275;0.012603402;0.012446533;0.012293521;0.012144226;0.011998514;0.011856256;0.011717332;0.011581627;0.009736483;0.009642598;0.009550507;0.009460157;0.009371502;0.009284492;0.009199083;0.009115231;0.009032894;0.008952032;0.006961723;0.006913593;0.006866123;0.006819301;0.006773113;0.006727547;0.006682589;0.006638229;0.006594453;0.006551251;0.005541789;0.005511247;0.00548104;0.005451161;0.005421607;0.005392372;0.00536345;0.005334837;0.005306528;0.005278517;0.005136458;0.00511021;0.005084228;0.00505851;0.00503305;0.005007845;0.004982892;0.004958185;0.004933723;0.004909501;0.004104361;0.004087584;0.004070944;0.004054438;0.004038066;0.004021826;0.004005716;0.003989734;0.003973879;0.00395815;0.003666107;0.003652715;0.003639422;0.003626224;0.003613122;0.003600115;0.0035872;0.003574378;0.003561648;0.003549007;0.004013774;0.003997728;0.00398181;0.003966018;0.003950351;0.003934807;0.003919385;0.003904084;0.003888901;0.003873836;0.003944666;0.003929166;0.003913789;0.003898531;0.003883391;0.003868369;0.003853462;0.00383867;0.003823991;0.003809424
BIH;Bosnia and Herzegovina;-0.000789204;-0.000789827;-0.000790452;-0.000791077;-0.000791703;-0.00079233;-0.000792959;-0.000793588;-0.000794218;-0.00079485;-0.001999091;-0.002003095;-0.002007115;-0.002011152;-0.002015205;-0.002019274;-0.00202336;-0.002027462;-0.002031581;-0.002035717;-0.003871024;-0.003886067;-0.003901228;-0.003916507;-0.003931906;-0.003947427;-0.003963071;-0.00397884;-0.003994734;-0.004010756;-0.004781003;-0.00480397;-0.00482716;-0.004850574;-0.004874217;-0.004898092;-0.004922201;-0.004946549;-0.004971139;-0.004995975;-0.004976421;-0.005001309;-0.005026448;-0.005051841;-0.005077492;-0.005103404;-0.005129583;-0.005156031;-0.005182753;-0.005209754;-0.005137605;-0.005164137;-0.005190943;-0.00521803;-0.005245401;-0.00527306;-0.005301012;-0.005329263;-0.005357816;-0.005386677;-0.004244615;-0.004262709;-0.004280957;-0.004299362;-0.004317927;-0.004336652;-0.004355541;-0.004374594;-0.004393815;-0.004413206;-0.002603306;-0.002610101;-0.002616932;-0.002623798;-0.0026307;-0.002637639;-0.002644615;-0.002651627;-0.002658677;-0.002665764;-0.001456322;-0.001458446;-0.001460576;-0.001462713;-0.001464856;-0.001467005;-0.00146916;-0.001471321;-0.001473489;-0.001475664
BLR;Belarus;-0.002917599;-0.002926136;-0.002934723;-0.002943361;-0.00295205;-0.002960791;-0.002969583;-0.002978428;-0.002987325;-0.002996276;-0.0031552;-0.003165187;-0.003175237;-0.003185351;-0.00319553;-0.003205774;-0.003216084;-0.003226461;-0.003236905;-0.003247416;-0.003455477;-0.003467459;-0.003479524;-0.003491673;-0.003503908;-0.003516228;-0.003528636;-0.003541131;-0.003553715;-0.003566389;-0.002825913;-0.002833921;-0.002841975;-0.002850075;-0.002858221;-0.002866414;-0.002874654;-0.002882942;-0.002891277;-0.002899661;-0.002609489;-0.002616316;-0.002623179;-0.002630078;-0.002637014;-0.002643986;-0.002650995;-0.002658041;-0.002665125;-0.002672247;-0.001921044;-0.001924741;-0.001928453;-0.001932179;-0.00193592;-0.001939675;-0.001943444;-0.001947229;-0.001951028;-0.001954842;-0.000438967;-0.00043916;-0.000439353;-0.000439546;-0.000439739;-0.000439933;-0.000440126;-0.00044032;-0.000440514;-0.000440708;0.000681397;0.000680933;0.00068047;0.000680007;0.000679545;0.000679084;0.000678623;0.000678163;0.000677703;0.000677244;0.00128459;0.001282942;0.001281298;0.001279658;0.001278023;0.001276392;0.001274765;0.001273142;0.001271523;0.001269908
BLZ;Belize;0.020294662;0.019890981;0.019503046;0.019129954;0.018770868;0.018425014;0.018091675;0.017770183;0.017459917;0.017160299;0.017640257;0.017334472;0.017039108;0.016753641;0.016477582;0.016210472;0.015951885;0.015701417;0.015458694;0.015223361;0.013934227;0.013742732;0.01355643;0.013375111;0.013198579;0.013026646;0.012859134;0.012695876;0.012536712;0.012381488;0.011980315;0.011838486;0.011699976;0.011564669;0.011432457;0.011303233;0.011176898;0.011053356;0.010932515;0.010814287;0.010224581;0.010121097;0.010019687;0.009920289;0.009822843;0.009727293;0.009633585;0.009541664;0.009451481;0.009362987;0.008815087;0.008738061;0.008662368;0.008587976;0.008514851;0.00844296;0.008372273;0.00830276;0.008234392;0.008167141;0.008214581;0.008147652;0.008081804;0.008017012;0.007953251;0.007890496;0.007828723;0.007767911;0.007708035;0.007649076;0.007844315;0.00778326;0.007723149;0.007663959;0.00760567;0.00754826;0.007491711;0.007436002;0.007381116;0.007327035;0.007873438;0.007811932;0.007751378;0.007691757;0.007633045;0.007575223;0.007518271;0.007462168;0.007406896;0.007352438
BOL;Bolivia;0.018672584;0.01833031;0.018000357;0.017682074;0.01737485;0.017078121;0.016791356;0.016514062;0.016245778;0.015986072;0.018790831;0.018444248;0.018110219;0.017788073;0.017477187;0.017176982;0.016886916;0.016606484;0.016335213;0.016072663;0.015806894;0.015560924;0.015322492;0.015091256;0.014866896;0.014649109;0.014437611;0.014232133;0.014032422;0.013838238;0.013711598;0.013526133;0.013345619;0.013169859;0.012998668;0.012831871;0.0126693;0.012510797;0.012356211;0.012205398;0.011582487;0.011449869;0.011320254;0.01119354;0.011069632;0.010948437;0.010829867;0.010713837;0.010600268;0.010489081;0.00991554;0.009818187;0.009722727;0.009629106;0.009537271;0.009447171;0.009358757;0.009271983;0.009186803;0.009103174;0.008764608;0.008688457;0.008613618;0.008540057;0.008467742;0.008396641;0.008326725;0.008257963;0.008190328;0.008123791;0.008155352;0.008089381;0.008024468;0.007960588;0.007897718;0.007835832;0.00777491;0.007714927;0.007655862;0.007597695;0.00768857;0.007629907;0.007572132;0.007515226;0.007459168;0.007403941;0.007349526;0.007295904;0.00724306;0.007190975
BRA;Brazil;0.009389814;0.009302466;0.009216727;0.009132555;0.009049906;0.00896874;0.008889017;0.008810698;0.008733748;0.00865813;0.008065908;0.00800137;0.007937856;0.007875343;0.007813806;0.007753224;0.007693574;0.007634835;0.007576986;0.007520007;0.005728832;0.0056962;0.005663937;0.005632037;0.005600495;0.005569304;0.005538459;0.005507953;0.005477782;0.005447939;0.004104168;0.004087393;0.004070754;0.00405425;0.004037879;0.004021641;0.004005532;0.003989551;0.003973698;0.00395797;0.002485114;0.002478954;0.002472824;0.002466724;0.002460654;0.002454614;0.002448604;0.002442623;0.002436671;0.002430748;0.001451291;0.001449188;0.001447091;0.001445;0.001442915;0.001440836;0.001438763;0.001436696;0.001434635;0.001432579;0.001165902;0.001164545;0.00116319;0.001161839;0.00116049;0.001159145;0.001157803;0.001156464;0.001155128;0.001153795;0.001456658;0.001454539;0.001452427;0.00145032;0.00144822;0.001446126;0.001444037;0.001441955;0.001439879;0.001437809;0.002066418;0.002062157;0.002057913;0.002053687;0.002049478;0.002045286;0.002041111;0.002036954;0.002032813;0.002028689
BRB;Barbados;0.002132464;0.002127926;0.002123408;0.002118909;0.002114428;0.002109967;0.002105524;0.002101101;0.002096695;0.002092308;0.001389285;0.001387358;0.001385436;0.001383519;0.001381607;0.001379701;0.0013778;0.001375904;0.001374014;0.001372129;-0.001102431;-0.001103648;-0.001104867;-0.001106089;-0.001107314;-0.001108541;-0.001109772;-0.001111005;-0.00111224;-0.001113479;-0.003004171;-0.003013223;-0.00302233;-0.003031492;-0.00304071;-0.003049984;-0.003059315;-0.003068703;-0.003078149;-0.003087653;-0.003205078;-0.003215383;-0.003225755;-0.003236195;-0.003246702;-0.003257277;-0.003267921;-0.003278636;-0.003289421;-0.003300277;-0.00277515;-0.002782873;-0.002790639;-0.002798449;-0.002806302;-0.002814199;-0.002822142;-0.002830129;-0.002838161;-0.002846239;-0.002190829;-0.002195639;-0.002200471;-0.002205324;-0.002210198;-0.002215094;-0.002220011;-0.002224951;-0.002229912;-0.002234896;-0.000895045;-0.000895847;-0.00089665;-0.000897454;-0.000898261;-0.000899068;-0.000899877;-0.000900688;-0.0009015;-0.000902313;0.000711531;0.000711025;0.00071052;0.000710016;0.000709512;0.000709009;0.000708506;0.000708005;0.000707504;0.000707004
