Code;Country;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099
BEL;Belgium;0.004330645;0.004311972;0.004293459;0.004275104;0.004256905;0.00423886;0.004220968;0.004203227;0.004185634;0.004168187;0.002655379;0.002648347;0.002641352;0.002634393;0.002627471;0.002620586;0.002613736;0.002606923;0.002600144;0.002593401;0.001578862;0.001576373;0.001573892;0.001571419;0.001568953;0.001566496;0.001564046;0.001561603;0.001559168;0.001556741;0.000147487;0.000147465;0.000147443;0.000147421;0.0001474;0.000147378;0.000147356;0.000147334;0.000147313;0.000147291;-0.001349247;-0.00135107;-0.001352898;-0.001354731;-0.001356568;-0.001358411;-0.001360259;-0.001362112;-0.00136397;-0.001365833;-0.002783219;-0.002790987;-0.002798798;-0.002806654;-0.002814553;-0.002822497;-0.002830486;-0.002838521;-0.002846601;-0.002854727;-0.004108469;-0.004125418;-0.004142507;-0.004159739;-0.004177115;-0.004194636;-0.004212305;-0.004230124;-0.004248094;-0.004266217;-0.005645497;-0.00567755;-0.005709968;-0.005742759;-0.005775929;-0.005809484;-0.005843432;-0.005877778;-0.00591253;-0.005947696;-0.007494393;-0.007550983;-0.007608434;-0.007666766;-0.007726;-0.007786155;-0.007847255;-0.007909322;-0.007972378;-0.008036448
BEN;Benin;0.031961854;0.030971934;0.030041491;0.029165321;0.028338811;0.027557854;0.026818786;0.026118324;0.025453521;0.024821721;0.026907161;0.026202136;0.025533114;0.024897406;0.024292584;0.02371645;0.023167011;0.022642453;0.022141123;0.021661513;0.021298092;0.020853943;0.02042794;0.020018993;0.019626098;0.019248329;0.018884827;0.018534801;0.018197513;0.017872282;0.016894227;0.016613554;0.016342055;0.016079286;0.015824834;0.01557831;0.015339349;0.015107608;0.014882765;0.014664516;0.013255825;0.013082407;0.012913468;0.012748836;0.01258835;0.012431853;0.0122792;0.01213025;0.011984871;0.011842935;0.010158561;0.010056402;0.009956278;0.009858128;0.009761894;0.009667521;0.009574954;0.009484144;0.00939504;0.009307595;0.007801976;0.007741577;0.007682105;0.00762354;0.007565862;0.007509049;0.007453084;0.007397946;0.007343618;0.007290083;0.005640473;0.005608837;0.005577553;0.005546617;0.005516021;0.005485762;0.005455832;0.005426228;0.005396943;0.005367972;0.004034967;0.004018751;0.004002666;0.003986708;0.003970877;0.003955172;0.00393959;0.003924131;0.003908792;0.003893573
BFA;Burkina Faso;0.034571614;0.033416356;0.032335811;0.031322958;0.030371629;0.029476383;0.028632403;0.027835409;0.027081582;0.026367508;0.032000215;0.031007954;0.030075378;0.029197259;0.028368963;0.027586367;0.026845789;0.026143934;0.025477843;0.02484485;0.027552104;0.02681334;0.026113159;0.025448616;0.024817056;0.024216084;0.02364353;0.023097426;0.022575979;0.022077556;0.022974682;0.0224587;0.021965386;0.021493278;0.021041037;0.020607436;0.020191344;0.019791722;0.019407612;0.019038128;0.018460592;0.018125976;0.017803274;0.017491862;0.017191157;0.016900616;0.016619732;0.016348032;0.016085073;0.015830439;0.014841615;0.014624563;0.014413768;0.014208963;0.014009897;0.013816332;0.013628042;0.013444816;0.013266451;0.013092756;0.012222264;0.012074684;0.011930626;0.011789964;0.011652581;0.011518362;0.0113872;0.011258992;0.011133638;0.011011045;0.010061992;0.009961757;0.009863499;0.009767161;0.009672686;0.009580022;0.009489116;0.009399919;0.009312383;0.009226463;0.008285192;0.008217112;0.008150141;0.008084254;0.008019423;0.007955623;0.007892831;0.007831022;0.007770173;0.007710263
BGD;Bangladesh;0.010217806;0.010114459;0.010013181;0.009913911;0.00981659;0.009721161;0.00962757;0.009535764;0.009445692;0.009357306;0.006391387;0.006350797;0.006310719;0.006271143;0.006232061;0.006193463;0.00615534;0.006117684;0.006080485;0.006043736;0.002545806;0.002539341;0.002532909;0.00252651;0.002520142;0.002513807;0.002507504;0.002501232;0.002494991;0.002488782;-0.000975645;-0.000976598;-0.000977553;-0.000978509;-0.000979468;-0.000980428;-0.00098139;-0.000982354;-0.00098332;-0.000984288;-0.004093063;-0.004109885;-0.004126846;-0.004143948;-0.004161191;-0.004178579;-0.004196113;-0.004213795;-0.004231626;-0.004249608;-0.006567565;-0.006610983;-0.006654979;-0.006699564;-0.006744751;-0.006790551;-0.006836978;-0.006884044;-0.006931763;-0.006980148;-0.0086426;-0.008717945;-0.008794616;-0.008872648;-0.008952077;-0.00903294;-0.009115278;-0.009199131;-0.00928454;-0.009371551;-0.010161425;-0.01026574;-0.010372218;-0.010480929;-0.010591942;-0.010705332;-0.010821177;-0.010939555;-0.011060553;-0.011184257;-0.011033957;-0.011157064;-0.011282948;-0.011411706;-0.011543436;-0.011678243;-0.011816236;-0.011957529;-0.012102242;-0.0122505
BGR;Bulgaria;-0.006134207;-0.006172067;-0.006210398;-0.006249208;-0.006288506;-0.006328302;-0.006368605;-0.006409424;-0.006450769;-0.006492652;-0.005629257;-0.005661125;-0.005693355;-0.005725955;-0.005758931;-0.005792288;-0.005826034;-0.005860176;-0.00589472;-0.005929674;-0.005317161;-0.005345584;-0.005374313;-0.005403352;-0.005432707;-0.005462382;-0.005492384;-0.005522717;-0.005553387;-0.005584399;-0.005408105;-0.005437511;-0.005467239;-0.005497295;-0.005527682;-0.005558407;-0.005589476;-0.005620893;-0.005652666;-0.005684801;-0.005987652;-0.00602372;-0.006060225;-0.006097176;-0.006134579;-0.006172445;-0.00621078;-0.006249595;-0.006288898;-0.006328699;-0.007490005;-0.007546529;-0.007603912;-0.007662174;-0.007721336;-0.007781419;-0.007842445;-0.007904435;-0.007967413;-0.008031402;-0.00884246;-0.008921347;-0.009001654;-0.009083419;-0.009166684;-0.00925149;-0.009337879;-0.009425897;-0.00951559;-0.009607006;-0.009727869;-0.00982343;-0.009920887;-0.010020297;-0.01012172;-0.010225217;-0.010330852;-0.010438693;-0.010548808;-0.010661272;-0.010733459;-0.010849916;-0.010968928;-0.01109058;-0.01121496;-0.011342162;-0.011472282;-0.011605423;-0.01174169;-0.011881196
BHR;Bahrain;0.048232753;0.0460134;0.043989302;0.042135779;0.040432139;0.03886091;0.037407231;0.036058386;0.034803431;0.033632891;0.023284743;0.022754901;0.022248636;0.021764407;0.021300808;0.020856547;0.020430438;0.020021392;0.019628404;0.019250547;0.017015883;0.016731187;0.016455861;0.01618945;0.015931527;0.015681694;0.015439575;0.015204819;0.014977095;0.014756092;0.012033992;0.011890897;0.011751165;0.011614679;0.011481327;0.011351002;0.011223603;0.011099032;0.010977196;0.010858005;0.007225745;0.007173908;0.007122809;0.007072434;0.007022766;0.00697379;0.006925493;0.006877861;0.006830879;0.006784535;0.002894254;0.002885902;0.002877597;0.00286934;0.002861131;0.002852968;0.002844852;0.002836782;0.002828757;0.002820778;-0.000621231;-0.000621618;-0.000622004;-0.000622391;-0.000622779;-0.000623167;-0.000623556;-0.000623945;-0.000624334;-0.000624724;-0.003226316;-0.003236759;-0.003247269;-0.003257848;-0.003268497;-0.003279215;-0.003290003;-0.003300863;-0.003311795;-0.003322799;-0.005828416;-0.005862586;-0.005897159;-0.005932141;-0.005967542;-0.006003367;-0.006039625;-0.006076324;-0.006113471;-0.006151076
BHS;Bahamas;0.011963536;0.011822101;0.011683972;0.011549034;0.011417176;0.011288296;0.011162293;0.011039071;0.010918541;0.010800614;0.007986455;0.007923177;0.007860893;0.007799582;0.007739219;0.007679784;0.007621254;0.00756361;0.007506831;0.007450898;0.004814252;0.004791186;0.00476834;0.004745711;0.004723296;0.004701091;0.004679094;0.004657302;0.004635713;0.004614322;0.001904119;0.001900501;0.001896896;0.001893304;0.001889726;0.001886162;0.001882611;0.001879074;0.001875549;0.001872038;-0.000466111;-0.000466328;-0.000466546;-0.000466763;-0.000466981;-0.0004672;-0.000467418;-0.000467637;-0.000467855;-0.000468074;-0.003162746;-0.003172781;-0.00318288;-0.003193043;-0.003203271;-0.003213565;-0.003223925;-0.003234352;-0.003244847;-0.003255411;-0.005645094;-0.005677142;-0.005709556;-0.005742342;-0.005775507;-0.005809057;-0.005843;-0.005877341;-0.005912088;-0.005947249;-0.007587408;-0.007645417;-0.007704319;-0.007764137;-0.00782489;-0.007886602;-0.007949295;-0.008012993;-0.008077719;-0.0081435;-0.009024301;-0.00910648;-0.00919017;-0.009275413;-0.009362252;-0.009450732;-0.0095409;-0.009632806;-0.0097265;-0.009822034
BIH;Bosnia and Herzegovina;-0.001636147;-0.001638829;-0.001641519;-0.001644218;-0.001646926;-0.001649643;-0.001652369;-0.001655103;-0.001657847;-0.0016606;-0.003572406;-0.003585214;-0.003598114;-0.003611108;-0.003624195;-0.003637377;-0.003650656;-0.003664032;-0.003677507;-0.003691081;-0.005470081;-0.005500167;-0.005530586;-0.005561344;-0.005592445;-0.005623897;-0.005655704;-0.005687873;-0.00572041;-0.005753321;-0.007536428;-0.007593657;-0.007651762;-0.007710763;-0.007770681;-0.007831537;-0.007893354;-0.007956155;-0.008019963;-0.008084803;-0.009283051;-0.009370033;-0.009458661;-0.009548982;-0.009641044;-0.009734898;-0.009830598;-0.009928198;-0.010027756;-0.01012933;-0.011120544;-0.011245601;-0.011373503;-0.011504348;-0.011638238;-0.011775282;-0.011915591;-0.012059285;-0.012206486;-0.012357326;-0.012868399;-0.013036153;-0.013208339;-0.013385135;-0.013566727;-0.013753314;-0.013945106;-0.014142322;-0.014345196;-0.014553976;-0.013700991;-0.013891316;-0.014087003;-0.014288282;-0.014495396;-0.014708603;-0.014928176;-0.015154403;-0.015387593;-0.015628071;-0.013790509;-0.013983346;-0.014181653;-0.014385666;-0.014595633;-0.014811821;-0.01503451;-0.015263997;-0.015500598;-0.015744649
BLR;Belarus;-0.004128739;-0.004145856;-0.004163116;-0.00418052;-0.00419807;-0.004215768;-0.004233616;-0.004251615;-0.004269769;-0.004288078;-0.005236029;-0.005263589;-0.005291441;-0.005319589;-0.005348039;-0.005376794;-0.00540586;-0.005435242;-0.005464946;-0.005494975;-0.005836415;-0.005870679;-0.005905348;-0.005940428;-0.005975927;-0.006011854;-0.006048215;-0.006085018;-0.006122272;-0.006159986;-0.006917885;-0.006966076;-0.007014942;-0.007064499;-0.007114762;-0.007165744;-0.007217463;-0.007269933;-0.007323172;-0.007377197;-0.008192899;-0.008260577;-0.008329382;-0.008399343;-0.00847049;-0.008542852;-0.008616461;-0.00869135;-0.008767552;-0.008845102;-0.009411262;-0.009500675;-0.009591804;-0.009684698;-0.009779408;-0.00987599;-0.009974498;-0.010074991;-0.010177529;-0.010282176;-0.010579836;-0.010692966;-0.010808541;-0.010926642;-0.011047353;-0.01117076;-0.011296955;-0.011426035;-0.011558098;-0.01169325;-0.011233103;-0.01136072;-0.011491269;-0.011624853;-0.01176158;-0.011901561;-0.012044914;-0.012191763;-0.012342236;-0.012496471;-0.011491645;-0.011625238;-0.011761974;-0.011901964;-0.012045327;-0.012192186;-0.01234267;-0.012496916;-0.012655065;-0.012817268
BLZ;Belize;0.019338841;0.018971946;0.018618712;0.018278392;0.01795029;0.017633759;0.017328198;0.017033046;0.01674778;0.016471912;0.014575683;0.014366285;0.014162818;0.013965033;0.013772697;0.013585587;0.013403493;0.013226215;0.013053566;0.012885366;0.010931826;0.010813614;0.01069793;0.010584696;0.010473834;0.01036527;0.010258933;0.010154756;0.010052674;0.009952623;0.009150807;0.009067829;0.008986343;0.008906308;0.008827686;0.008750439;0.008674533;0.008599933;0.008526605;0.008454516;0.007674838;0.007616384;0.007558813;0.007502106;0.007446243;0.007391207;0.007336978;0.007283538;0.007230872;0.007178962;0.006955096;0.006907057;0.006859676;0.006812942;0.00676684;0.006721357;0.006676482;0.006632203;0.006588506;0.006545382;0.007151047;0.007100273;0.007050214;0.007000857;0.006952185;0.006904186;0.006856845;0.006810149;0.006764085;0.006718639;0.007579964;0.007522941;0.007466769;0.007411429;0.007356904;0.007303175;0.007250226;0.007198038;0.007146597;0.007095885;0.00815499;0.008089024;0.008024116;0.007960242;0.007897377;0.007835498;0.00777458;0.007714602;0.007655543;0.00759738
BOL;Bolivia;0.017515882;0.017214357;0.016923038;0.016641414;0.016369011;0.016105382;0.01585011;0.015602804;0.015363096;0.015130643;0.016575715;0.016305441;0.016043839;0.015790498;0.015545035;0.015307085;0.015076311;0.014852392;0.014635027;0.014423932;0.013607545;0.013424865;0.013247026;0.013073836;0.012905117;0.012740697;0.012580414;0.012424113;0.012271649;0.012122881;0.011553712;0.011421748;0.011292765;0.011166663;0.011043345;0.010922722;0.010804705;0.010689211;0.010576161;0.010465476;0.009417178;0.009329322;0.00924309;0.009158438;0.009075322;0.008993701;0.008913536;0.008834787;0.008757417;0.00868139;0.008155983;0.008090001;0.008025078;0.007961189;0.007898309;0.007836415;0.007775483;0.007715491;0.007656418;0.007598243;0.007507473;0.007451531;0.007396416;0.007342111;0.007288597;0.007235858;0.007183876;0.007132636;0.007082122;0.007032318;0.00725556;0.007203296;0.00715178;0.007100995;0.007050926;0.007001559;0.006952878;0.006904869;0.006857519;0.006810814;0.007037427;0.006988248;0.006939751;0.006891923;0.006844749;0.006798217;0.006752313;0.006707025;0.006662341;0.006618248
BRA;Brazil;0.007270626;0.007218145;0.007166417;0.007115425;0.007065153;0.007015587;0.006966711;0.006918512;0.006870975;0.006824087;0.003917981;0.00390269;0.003887518;0.003872464;0.003857526;0.003842702;0.003827993;0.003813395;0.003798908;0.003784531;0.000798927;0.00079829;0.000797653;0.000797017;0.000796382;0.000795749;0.000795116;0.000794484;0.000793854;0.000793224;-0.002033665;-0.002037809;-0.00204197;-0.002046148;-0.002050344;-0.002054556;-0.002058786;-0.002063034;-0.002067298;-0.002071581;-0.004692919;-0.004715047;-0.004737384;-0.004759933;-0.004782699;-0.004805683;-0.004828889;-0.00485232;-0.00487598;-0.004899872;-0.007080196;-0.007130682;-0.007181894;-0.007233847;-0.007286557;-0.00734004;-0.007394315;-0.007449398;-0.007505308;-0.007562064;-0.009228952;-0.009314919;-0.009402502;-0.009491748;-0.009582705;-0.009675422;-0.00976995;-0.009866344;-0.009964659;-0.010064952;-0.010927504;-0.011048233;-0.01117166;-0.011297876;-0.011426977;-0.011559062;-0.011694236;-0.01183261;-0.011974297;-0.012119419;-0.012107256;-0.012255638;-0.012407702;-0.012563588;-0.01272344;-0.012887412;-0.013055666;-0.013228371;-0.013405706;-0.013587861
