Code;Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099
BEL;Belgium;0.012062694;0.01191892;0.011778532;0.011641414;0.011507451;0.019574687;0.019198875;0.018837222;0.018488941;0.018153306;0.017829639;0.017517312;0.017215738;0.016924373;0.016642705;0.029036097;0.028216792;0.027442454;0.02670948;0.026014642;0.02535504;0.024728059;0.024131338;0.023562738;0.023020316;0.033557304;0.032467773;0.031446766;0.030488017;0.029585998;0.02873582;0.027933139;0.027174081;0.026455186;0.025773347;0.030581997;0.029674492;0.028819294;0.028012008;0.027248717;0.026525919;0.025840477;0.025189567;0.024570643;0.023981404;0.02938505;0.028546218;0.027753948;0.027004467;0.026294401;0.025620719;0.024980696;0.02437187;0.023792014;0.023239109;0.028573264;0.027779513;0.027028669;0.026317347;0.025642504;0.025001405;0.024391581;0.023810798;0.02325703;0.022728434;0.026620731;0.025930444;0.02527505;0.024651971;0.024058872;0.023493642;0.02295436;0.022439281;0.02194681;0.021475492;0.024538266;0.023950561;0.023390349;0.022855745;0.022345032;0.021856645;0.02138915;0.020941235;0.020511695;0.020099421;0.022873626;0.022362124;0.021872997;0.02140481;0.020956245;0.020526095;0.020113249;0.019716682;0.019335451;0.018968683
BEN;Benin;0.044703369;0.04279049;0.0410346;0.039417133;0.037922343;0.054702008;0.051864894;0.049307562;0.046990572;0.044881562;0.042953731;0.041184695;0.039555609;0.038050498;0.03665573;0.11540474;0.103464452;0.093763285;0.085725391;0.078956789;0.073178824;0.068188845;0.063835945;0.060005441;0.056608616;0.14439999;0.12617965;0.112042204;0.100753554;0.091531436;0.083855978;0.077368193;0.071812212;0.06700074;0.062793528;0.124737396;0.110903573;0.099831863;0.090770113;0.083216539;0.076823549;0.071342746;0.066591897;0.06243428;0.05876531;0.097607083;0.088927162;0.081664931;0.075499287;0.070199291;0.065594597;0.061556803;0.057987291;0.054809062;0.051961121;0.073538647;0.068501164;0.064109583;0.060247162;0.056823696;0.053768378;0.051024854;0.048547714;0.046299957;0.044251132;0.054527777;0.051708241;0.049165956;0.046861944;0.044764206;0.042846229;0.041085855;0.039464425;0.037966114;0.036577412;0.04137064;0.039727104;0.038209165;0.036802955;0.035496576;0.034279762;0.033143607;0.032080348;0.031083189;0.03014615;0.031627865;0.030658211;0.029746245;0.028886966;0.028075937;0.027309206;0.026583239;0.025894869;0.02524125;0.024619815
BFA;Burkina Faso;0.060009728;0.056612432;0.053579184;0.050854444;0.048393424;0.082420226;0.076144388;0.070756665;0.066080994;0.061984966;0.058367084;0.055148242;0.052265871;0.049669834;0.047319483;0.126848135;0.112568971;0.101179319;0.091882691;0.084150698;0.077619005;0.072028244;0.067188756;0.062958643;0.059229626;0.140301727;0.123039125;0.109559073;0.09874109;0.089867478;0.082457252;0.07617599;0.070783952;0.066104793;0.062005906;0.114004752;0.102337761;0.092837027;0.084950477;0.078298945;0.072613393;0.067697637;0.063405252;0.059624731;0.056269667;0.088546326;0.081343645;0.075224602;0.069961757;0.065387156;0.06137408;0.057825117;0.054664155;0.051830865;0.049276805;0.067799234;0.063494365;0.059703527;0.05633984;0.053334957;0.050634375;0.048194097;0.045978218;0.043957147;0.042106275;0.052139497;0.049555688;0.047215873;0.045087049;0.043141907;0.041357659;0.039715134;0.038198092;0.036792682;0.035487019;0.041381372;0.039737001;0.038218319;0.036811448;0.035504477;0.03428713;0.033150495;0.032086801;0.031089247;0.030151849;0.033084525;0.032024994;0.031031219;0.030097264;0.029217886;0.028388436;0.027604779;0.026863226;0.026160471;0.025493548
BGD;Bangladesh;0.07032273;0.065702361;0.061651699;0.058071493;0.054884281;0.09099807;0.083408095;0.076986775;0.071483491;0.066714505;0.062542044;0.058860771;0.055588773;0.052661391;0.050026904;0.117143513;0.10485986;0.094907838;0.08668112;0.079766841;0.073874135;0.068792172;0.064364405;0.060472151;0.057023799;0.109288118;0.098520949;0.089685089;0.082303677;0.076044902;0.070670751;0.066006054;0.061919023;0.058308611;0.055096038;0.075260573;0.06999287;0.065414333;0.061398022;0.05784637;0.054683148;0.051847939;0.049292238;0.046976654;0.044868865;0.051879661;0.049320909;0.047002693;0.044892619;0.042963859;0.041194005;0.039564198;0.038058446;0.036663105;0.035366461;0.036519437;0.035232757;0.034033657;0.032913491;0.031864712;0.030880707;0.029955655;0.029084413;0.028262417;0.027485607;0.026589433;0.025900747;0.025246835;0.024625129;0.024033305;0.023469261;0.022931086;0.022417039;0.021925533;0.021455118;0.019674048;0.019294448;0.018929219;0.01857756;0.018238729;0.017912036;0.017596841;0.017292547;0.016998598;0.016714475;0.015218185;0.014990064;0.01476868;0.014553741;0.014344968;0.0141421;0.01394489;0.013753104;0.013566523;0.013384936
BGR;Bulgaria;0.028489391;0.027700228;0.026953607;0.026246178;0.025574933;0.03842837;0.037006279;0.035685685;0.034456096;0.033308418;0.03223473;0.0312281;0.030282437;0.029392365;0.028553121;0.061720663;0.058132676;0.054938929;0.052077829;0.049499977;0.047165296;0.045040928;0.043099678;0.041318849;0.039679344;0.045900153;0.043885789;0.042040796;0.040344673;0.038780103;0.03733235;0.035988804;0.034738603;0.033572347;0.032481855;0.026691634;0.025997712;0.025338957;0.024712762;0.02411677;0.023548848;0.023007058;0.022489638;0.021994978;0.021521611;0.019503796;0.019130675;0.018771563;0.018425684;0.01809232;0.017770805;0.017460518;0.01716088;0.016871353;0.016591433;0.014655339;0.014443662;0.014238013;0.014038138;0.013843797;0.013654763;0.013470822;0.013291771;0.013117418;0.012947579;0.00853352;0.008461316;0.008390322;0.008320511;0.008251851;0.008184315;0.008117876;0.008052507;0.007988182;0.007924877;0.00613013;0.006092781;0.006055884;0.006019431;0.005983414;0.005947826;0.005912658;0.005877904;0.005843556;0.005809608;0.003760435;0.003746347;0.003732364;0.003718486;0.00370471;0.003691036;0.003677462;0.003663988;0.003650612;0.003637334
BHR;Bahrain;0.064785686;0.060843874;0.057354221;0.054243148;0.051452217;0.073713522;0.068652877;0.064242448;0.060364485;0.056928053;0.053861805;0.051108983;0.048623867;0.046369216;0.044314392;0.073104215;0.068124059;0.063779163;0.059955267;0.056563959;0.053535765;0.050815327;0.048358;0.046127372;0.044093457;0.060297313;0.056868307;0.053808319;0.051060822;0.048580273;0.04632957;0.044278181;0.042400753;0.040676057;0.039086186;0.041233016;0.039600181;0.038091741;0.036694003;0.035395211;0.034185218;0.033055218;0.031997533;0.031005435;0.030073008;0.032612893;0.031582883;0.030615944;0.029706453;0.028849438;0.028040486;0.027275663;0.026551455;0.025864709;0.025212593;0.025627676;0.024987309;0.024378164;0.023798012;0.023244832;0.022716784;0.022212194;0.021729534;0.021267403;0.020824519;0.017385711;0.017088613;0.016801499;0.016523873;0.016255273;0.015995265;0.015743445;0.01549943;0.015262865;0.015033412;0.012553544;0.012397906;0.012246081;0.012097928;0.011953318;0.011812124;0.011674226;0.011539512;0.01140787;0.011279199;0.008419991;0.008349687;0.008280547;0.008212543;0.008145646;0.008079831;0.00801507;0.00795134;0.007888615;0.007826871
BHS;Bahamas;-0.006362906;-0.006403652;-0.006444923;-0.00648673;-0.006529082;0.029553229;0.028704906;0.027903927;0.027146435;0.026428982;0.025748476;0.025102134;0.024487447;0.023902145;0.023344169;0.033493359;0.032407909;0.031390605;0.030435225;0.029536282;0.028688918;0.027888818;0.027132135;0.026415428;0.025735611;0.034422201;0.033276742;0.032205063;0.031200256;0.030256254;0.029367697;0.028529841;0.027738467;0.026989811;0.026280505;0.027306372;0.026580553;0.025892321;0.025238829;0.024617512;0.02402605;0.023462343;0.022924481;0.022410727;0.021919495;0.020107877;0.01971152;0.019330487;0.018963905;0.018610969;0.018270929;0.017943092;0.017626813;0.01732149;0.017026565;0.01580252;0.015556685;0.015318381;0.015087269;0.014863026;0.014645352;0.014433962;0.014228587;0.014028974;0.013834885;0.011125381;0.011002969;0.010883221;0.010766052;0.010651378;0.010539122;0.010429207;0.010321562;0.010216115;0.010112802;0.007940357;0.007877804;0.007816229;0.00775561;0.007695923;0.007637148;0.007579264;0.007522251;0.007466089;0.00741076;0.005233767;0.005206517;0.005179549;0.00515286;0.005126444;0.005100298;0.005074417;0.005048797;0.005023435;0.004998326
BIH;Bosnia and Herzegovina;0.034118874;0.032993184;0.031939401;0.030950849;0.030021654;0.035321575;0.034116526;0.032990988;0.031937343;0.030948917;0.030019836;0.02914491;0.02831954;0.02753963;0.026801526;0.062810048;0.059098094;0.055800397;0.052851275;0.050198234;0.047798818;0.045618316;0.043628077;0.041804238;0.040126769;0.048195109;0.04597914;0.043957989;0.042107048;0.040405684;0.03883647;0.037384585;0.036037343;0.034783827;0.033614583;0.026545312;0.02585888;0.025207053;0.024587281;0.023997253;0.023434881;0.022898263;0.02238567;0.021895524;0.021426382;0.015759426;0.01551492;0.015277885;0.015047983;0.014824898;0.014608331;0.014398001;0.014193641;0.013995001;0.013801844;0.009144007;0.009061151;0.008979784;0.008899865;0.008821356;0.008744221;0.008668422;0.008593926;0.0085207;0.008448711;0.004343909;0.004325121;0.004306495;0.004288028;0.00426972;0.004251567;0.004233567;0.00421572;0.004198022;0.004180472;0.001024413;0.001023365;0.001022319;0.001021275;0.001020233;0.001019193;0.001018155;0.00101712;0.001016086;0.001015055;-0.00068573;-0.0006862;-0.000686672;-0.000687143;-0.000687616;-0.000688089;-0.000688563;-0.000689037;-0.000689512;-0.000689988
BLR;Belarus;0.084269152;0.077719772;0.07211501;0.067264248;0.063024924;0.049293425;0.046977731;0.044869848;0.042943002;0.041174831;0.03954651;0.038042079;0.036647916;0.035352327;0.034145214;0.050229725;0.04782737;0.045644322;0.043651862;0.041826076;0.040146889;0.038597327;0.037162937;0.035831339;0.034591866;0.041459053;0.039808625;0.038284569;0.036872905;0.035561644;0.034340442;0.033200328;0.032133486;0.031133071;0.030193069;0.023507195;0.022967298;0.022451645;0.021958637;0.021486816;0.021034844;0.020601495;0.020185641;0.019786243;0.019402343;0.017049237;0.016763434;0.016487054;0.01621964;0.015960762;0.015710018;0.015467031;0.015231446;0.015002929;0.014781169;0.014092594;0.013896752;0.013706279;0.013520957;0.01334058;0.013164952;0.012993888;0.012827213;0.012664759;0.012506369;0.008004696;0.007941129;0.007878565;0.007816978;0.007756347;0.007696649;0.007637863;0.007579968;0.007522945;0.007466772;0.00613651;0.006099083;0.006062109;0.006025582;0.005989491;0.005953831;0.005918593;0.005883769;0.005849353;0.005815337;0.004651584;0.004630047;0.004608709;0.004587566;0.004566616;0.004545857;0.004525286;0.0045049;0.004484697;0.004464674
BLZ;Belize;0.025863014;0.025210982;0.024591018;0.024000814;0.023438276;0.02489083;0.024286323;0.023710483;0.023161317;0.022637014;0.022135922;0.021656535;0.021197471;0.020757465;0.020335355;0.054972805;0.052108267;0.049527476;0.047190262;0.045063694;0.043120524;0.041338008;0.039697012;0.038181328;0.036777128;0.061293557;0.057753632;0.054600268;0.051773425;0.049224884;0.046915475;0.04481305;0.042890974;0.041126997;0.039502383;0.046067765;0.044038987;0.042181363;0.04047411;0.03889968;0.037443153;0.036091764;0.034834524;0.033661927;0.032565703;0.033560332;0.032470608;0.031449426;0.030490516;0.029588352;0.028738041;0.027935237;0.027176067;0.026457068;0.025775134;0.025852454;0.025200947;0.024581471;0.023991719;0.023429603;0.022893224;0.022380854;0.021890916;0.02142197;0.020972693;0.020358296;0.019952105;0.019561806;0.019186484;0.018825292;0.018477449;0.018142227;0.017818951;0.017506995;0.017205774;0.017456477;0.017156977;0.01686758;0.016587784;0.016317119;0.016055146;0.015801451;0.015555649;0.015317378;0.015086295;0.015556153;0.015317866;0.015086768;0.014862541;0.014644881;0.014433504;0.014228142;0.014028542;0.013834464;0.013645684
BOL;Bolivia;0.050362298;0.047947549;0.045753768;0.043751951;0.041917959;0.056948368;0.05387999;0.051125356;0.048638686;0.046382693;0.044326701;0.042445244;0.040717001;0.039123989;0.037650934;0.081925471;0.075721918;0.070391721;0.06576258;0.061704719;0.058118531;0.054926295;0.052066477;0.049489721;0.047155985;0.083621473;0.077168527;0.071640161;0.066850948;0.062661938;0.058966955;0.05568347;0.052746369;0.050103587;0.047712995;0.062862455;0.059144487;0.055841755;0.052888375;0.050231702;0.047829162;0.045645954;0.043653355;0.041827447;0.040148152;0.046545043;0.044474955;0.04258116;0.040842057;0.039239438;0.037757842;0.036384058;0.035106733;0.033916051;0.032803486;0.034976556;0.03379454;0.032689803;0.031655007;0.030683714;0.029770252;0.028909606;0.028097323;0.027329439;0.02660241;0.026931608;0.026225318;0.025555127;0.024918335;0.024312508;0.02373544;0.023185131;0.022659761;0.022157674;0.021677354;0.021993503;0.021520198;0.021066836;0.020632181;0.020215099;0.019814546;0.019429558;0.019059246;0.018702785;0.018359413;0.018225399;0.017899179;0.017584432;0.017280563;0.016987018;0.016703279;0.016428863;0.016163318;0.015906221;0.015657174
BRA;Brazil;0.048640059;0.046383941;0.044327841;0.042446289;0.040717962;0.042333705;0.040614349;0.039029203;0.037563144;0.036203236;0.034938355;0.033758875;0.032656431;0.031623713;0.03065431;0.05136709;0.048857426;0.046581571;0.044508304;0.042611728;0.040870179;0.039265395;0.037781875;0.036406374;0.035127509;0.051210475;0.04871572;0.046452741;0.044390673;0.042503896;0.040770971;0.039173817;0.037697078;0.036327633;0.035054197;0.038346215;0.036930086;0.035614827;0.034390032;0.033246678;0.032176903;0.031173826;0.030231397;0.029344279;0.02850774;0.028532271;0.027740764;0.026991985;0.026282567;0.025609484;0.024970014;0.024361702;0.023782325;0.023229864;0.022702489;0.020662435;0.020244142;0.019842448;0.019456386;0.01908506;0.018727642;0.018383365;0.018051517;0.017731438;0.017422511;0.015738334;0.015494476;0.015258061;0.015028751;0.014806232;0.014590206;0.014380393;0.014176529;0.013978364;0.013785663;0.011767722;0.011630854;0.011497132;0.01136645;0.011238706;0.011113802;0.010991643;0.01087214;0.010755208;0.010640764;0.008265139;0.008197386;0.008130736;0.00806516;0.008000634;0.007937132;0.00787463;0.007813104;0.007752533;0.007692893
BRB;Barbados;-0.002304527;-0.00230985;-0.002315198;-0.00232057;-0.002325968;0.017069109;0.016782644;0.016505636;0.016237624;0.015978176;0.015726889;0.015483384;0.015247304;0.015018315;0.014796102;0.028378378;0.027595269;0.02685422;0.02615193;0.025485437;0.024852071;0.024249423;0.02367531;0.023127753;0.022604952;0.032783934;0.031743264;0.030766631;0.0298483;0.0289832;0.028166835;0.027395199;0.026664714;0.025972173;0.025314696;0.025524147;0.02488888;0.024284467;0.023708713;0.023159628;0.022635401;0.02213438;0.021655059;0.021196057;0.020756109;0.017517035;0.017215471;0.016924114;0.016642456;0.016370018;0.016106357;0.015851054;0.015603719;0.015363984;0.015131503;0.013067459;0.012898903;0.01273464;0.012574508;0.012418353;0.012266029;0.012117397;0.011972324;0.011830683;0.011692354;0.009368355;0.009281404;0.009196051;0.009112255;0.009029971;0.008949161;0.008869784;0.008791802;0.00871518;0.008639882;0.006421546;0.006380573;0.006340119;0.006300176;0.006260732;0.006221779;0.006183308;0.006145309;0.006107775;0.006070697;0.003643007;0.003629783;0.003616656;0.003603623;0.003590683;0.003577836;0.003565081;0.003552416;0.003539841;0.003527355
