Code;Country;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099
BEL;Belgium;0.005712632;0.005680183;0.005648101;0.005616379;0.005585011;0.005553992;0.005523316;0.005492976;0.005462968;0.005433286;0.005358066;0.00532951;0.005301257;0.005273301;0.00524564;0.005218266;0.005191177;0.005164368;0.005137835;0.005111572;0.004903904;0.004879973;0.004856275;0.004832805;0.004809562;0.00478654;0.004763739;0.004741153;0.004718781;0.004696618;0.004264041;0.004245937;0.004227985;0.004210184;0.004192533;0.004175029;0.004157671;0.004140456;0.004123383;0.004106451;0.00337763;0.00336626;0.003354967;0.003343748;0.003332605;0.003321536;0.00331054;0.003299616;0.003288764;0.003277984;0.002092506;0.002088137;0.002083786;0.002079453;0.002075138;0.00207084;0.002066561;0.002062299;0.002058055;0.002053828;0.00044251;0.000442315;0.000442119;0.000441924;0.000441728;0.000441533;0.000441339;0.000441144;0.000440949;0.000440755;-0.001221033;-0.001222525;-0.001224022;-0.001225522;-0.001227026;-0.001228533;-0.001230044;-0.001231559;-0.001233078;-0.0012346;-0.003028534;-0.003037734;-0.00304699;-0.003056302;-0.003065672;-0.003075099;-0.003084585;-0.003094129;-0.003103732;-0.003113395
BEN;Benin;0.027130396;0.02641378;0.025734046;0.02508842;0.024474396;0.02388971;0.023332308;0.022800323;0.022292057;0.021805958;0.020229666;0.019828542;0.019443015;0.019072194;0.018715253;0.018371427;0.018040007;0.017720332;0.017411789;0.017113807;0.015064308;0.014840743;0.014623716;0.014412945;0.014208164;0.01400912;0.013815576;0.013627307;0.0134441;0.013265754;0.010409404;0.010302165;0.010197113;0.010094181;0.009993307;0.009894429;0.009797488;0.009702429;0.009609196;0.009517738;0.006706163;0.00666149;0.006617408;0.006573906;0.006530972;0.006488595;0.006446764;0.00640547;0.006364701;0.006324448;0.00384755;0.003832803;0.003818169;0.003803646;0.003789233;0.003774929;0.003760732;0.003746642;0.003732657;0.003718776;0.001185816;0.001184412;0.00118301;0.001181613;0.001180218;0.001178827;0.001177439;0.001176054;0.001174673;0.001173294;-0.001249196;-0.001250759;-0.001252325;-0.001253895;-0.00125547;-0.001257048;-0.00125863;-0.001260216;-0.001261806;-0.0012634;-0.003424058;-0.003435822;-0.003447668;-0.003459596;-0.003471606;-0.0034837;-0.003495879;-0.003508143;-0.003520493;-0.003532931
BFA;Burkina Faso;0.026673941;0.025980927;0.025323012;0.024697594;0.024102325;0.023535075;0.022993911;0.022477075;0.021982963;0.021510107;0.020712287;0.020291994;0.019888418;0.019500582;0.019127583;0.018768585;0.018422815;0.018089555;0.017768137;0.017457942;0.016088398;0.01583366;0.015586863;0.015347641;0.015115652;0.014890571;0.014672095;0.014459937;0.014253828;0.014053512;0.011268663;0.011143095;0.011020295;0.010900172;0.010782639;0.010667614;0.010555017;0.010444772;0.010336807;0.01023105;0.007311532;0.007258462;0.007206156;0.007154599;0.007103774;0.007053667;0.007004261;0.006955543;0.006907497;0.006860111;0.004630348;0.004609006;0.004587861;0.004566909;0.004546147;0.004525573;0.004505184;0.004484979;0.004464953;0.004445106;0.002401896;0.002396141;0.002390413;0.002384713;0.002379039;0.002373393;0.002367773;0.00236218;0.002356613;0.002351073;0.000514311;0.000514047;0.000513783;0.000513519;0.000513256;0.000512992;0.000512729;0.000512466;0.000512204;0.000511942;-0.001191944;-0.001193367;-0.001194792;-0.001196222;-0.001197654;-0.00119909;-0.00120053;-0.001201973;-0.001203419;-0.001204869
BGD;Bangladesh;0.009987633;0.009888867;0.009792035;0.00969708;0.00960395;0.009512592;0.009422955;0.009334992;0.009248656;0.009163902;0.00628032;0.006241124;0.006202414;0.006164181;0.006126417;0.006089112;0.006052259;0.00601585;0.005979876;0.005944329;0.002707185;0.002699876;0.002692607;0.002685376;0.002678184;0.002671031;0.002663915;0.002656838;0.002649797;0.002642795;-0.000472829;-0.000473052;-0.000473276;-0.0004735;-0.000473725;-0.000473949;-0.000474174;-0.000474399;-0.000474624;-0.000474849;-0.003191688;-0.003201908;-0.003212193;-0.003222544;-0.003232962;-0.003243448;-0.003254003;-0.003264626;-0.003275318;-0.003286081;-0.005214045;-0.005241374;-0.00526899;-0.0052969;-0.005325106;-0.005353615;-0.00538243;-0.005411558;-0.005441002;-0.005470768;-0.006997651;-0.007046963;-0.007096975;-0.007147702;-0.00719916;-0.007251363;-0.00730433;-0.007358075;-0.007412618;-0.007467975;-0.008635337;-0.008710556;-0.008787096;-0.008864994;-0.008944285;-0.009025007;-0.0091072;-0.009190903;-0.009276159;-0.009363012;-0.010005966;-0.010107097;-0.010210294;-0.010315619;-0.01042314;-0.010532926;-0.01064505;-0.010759586;-0.010876614;-0.010996216
BGR;Bulgaria;-0.00581357;-0.005847566;-0.005881961;-0.005916763;-0.005951979;-0.005987618;-0.006023685;-0.00606019;-0.00609714;-0.006134543;-0.004973245;-0.004998102;-0.005023208;-0.005048568;-0.005074186;-0.005100064;-0.005126208;-0.005152622;-0.005179309;-0.005206274;-0.004293682;-0.004312197;-0.004330872;-0.00434971;-0.004368713;-0.004387882;-0.004407221;-0.00442673;-0.004446413;-0.004466272;-0.004466069;-0.004486104;-0.00450632;-0.004526719;-0.004547303;-0.004568076;-0.004589039;-0.004610195;-0.004631547;-0.004653099;-0.005257336;-0.005285122;-0.005313203;-0.005341584;-0.005370269;-0.005399265;-0.005428575;-0.005458205;-0.005488161;-0.005518447;-0.006683315;-0.006728282;-0.006773858;-0.006820056;-0.006866889;-0.006914369;-0.00696251;-0.007011327;-0.007060833;-0.007111043;-0.00828107;-0.008350218;-0.008420532;-0.008492039;-0.008564771;-0.00863876;-0.008714039;-0.008790641;-0.008868602;-0.008947958;-0.009804523;-0.009901603;-0.010000625;-0.010101648;-0.010204733;-0.010309943;-0.010417345;-0.010527009;-0.010639006;-0.010753411;-0.011988486;-0.012133954;-0.012282995;-0.012435743;-0.012592338;-0.012752928;-0.012917666;-0.013086716;-0.013260249;-0.013438446
BHR;Bahrain;0.047505406;0.045350989;0.043383504;0.041579634;0.039919784;0.038387369;0.036968255;0.035650324;0.034423129;0.033277609;0.022512192;0.022016551;0.021542265;0.021087982;0.020652463;0.020234569;0.019833252;0.019447544;0.019076552;0.018719449;0.016660377;0.016387358;0.016123142;0.015867311;0.015619472;0.015379256;0.015146317;0.014920329;0.014700986;0.014487998;0.011200111;0.011076058;0.010954723;0.010836017;0.010719857;0.01060616;0.01049485;0.010385852;0.010279095;0.01017451;0.006053229;0.006016808;0.005980823;0.005945265;0.005910128;0.005875404;0.005841085;0.005807165;0.005773636;0.005740493;0.001871369;0.001867874;0.001864392;0.001860922;0.001857465;0.001854022;0.001850591;0.001847172;0.001843767;0.001840373;-0.001892579;-0.001896168;-0.00189977;-0.001903386;-0.001907016;-0.00191066;-0.001914317;-0.001917989;-0.001921675;-0.001925375;-0.004773776;-0.004796674;-0.004819793;-0.004843136;-0.004866706;-0.004890506;-0.004914541;-0.004938813;-0.004963326;-0.004988083;-0.00768027;-0.007739713;-0.007800083;-0.007861403;-0.007923694;-0.007986981;-0.008051286;-0.008116636;-0.008183054;-0.008250569
BHS;Bahamas;0.011700236;0.011564923;0.011432705;0.011303476;0.011177135;0.011053588;0.010932742;0.01081451;0.010698807;0.010585554;0.007804799;0.007744356;0.007684841;0.007626235;0.007568516;0.007511664;0.007455659;0.007400484;0.007346119;0.007292547;0.00504696;0.005021616;0.004996525;0.004971684;0.004947089;0.004922735;0.004898621;0.004874741;0.004851093;0.004827674;0.002308654;0.002303337;0.002298043;0.002292774;0.00228753;0.002282309;0.002277112;0.002271938;0.002266788;0.002261662;-0.000264272;-0.000264342;-0.000264412;-0.000264482;-0.000264552;-0.000264622;-0.000264692;-0.000264762;-0.000264832;-0.000264902;-0.002790715;-0.002798525;-0.002806378;-0.002814276;-0.002822219;-0.002830206;-0.002838239;-0.002846317;-0.002854442;-0.002862613;-0.005029133;-0.005054553;-0.005080231;-0.005106172;-0.005132379;-0.005158856;-0.005185608;-0.005212638;-0.005239952;-0.005267554;-0.007585809;-0.007643794;-0.007702671;-0.007762463;-0.00782319;-0.007884875;-0.00794754;-0.00801121;-0.008075908;-0.008141659;-0.010508208;-0.010619803;-0.010733794;-0.010850258;-0.010969278;-0.011090937;-0.011215326;-0.011342536;-0.011472665;-0.011605815
BIH;Bosnia and Herzegovina;-0.001241303;-0.001242845;-0.001244392;-0.001245942;-0.001247497;-0.001249055;-0.001250617;-0.001252183;-0.001253753;-0.001255327;-0.002843698;-0.002851808;-0.002859964;-0.002868167;-0.002876417;-0.002884714;-0.00289306;-0.002901454;-0.002909897;-0.002918389;-0.004284864;-0.004303303;-0.004321901;-0.004340661;-0.004359585;-0.004378674;-0.004397931;-0.004417358;-0.004436958;-0.004456732;-0.006072321;-0.006109419;-0.006146973;-0.006184992;-0.006223485;-0.006262459;-0.006301925;-0.006341891;-0.006382367;-0.006423363;-0.007812824;-0.007874345;-0.007936842;-0.00800034;-0.008064861;-0.008130432;-0.008197078;-0.008264825;-0.008333702;-0.008403736;-0.009390193;-0.009479205;-0.00956992;-0.009662388;-0.009756661;-0.009852791;-0.009950835;-0.010050849;-0.010152894;-0.010257033;-0.010961416;-0.011082901;-0.011207108;-0.011334131;-0.011464066;-0.011597015;-0.011733084;-0.011872383;-0.01201503;-0.012161147;-0.013297039;-0.013476233;-0.013660323;-0.013849512;-0.014044014;-0.014244058;-0.014449883;-0.014661744;-0.014879909;-0.015104665;-0.015370589;-0.015610532;-0.015858085;-0.016113616;-0.016377517;-0.016650206;-0.016932129;-0.017223764;-0.017525621;-0.017838248
BLR;Belarus;-0.003721329;-0.003735229;-0.003749233;-0.003763343;-0.003777559;-0.003791883;-0.003806316;-0.003820859;-0.003835514;-0.003850282;-0.004454631;-0.004474564;-0.004494675;-0.004514969;-0.004535446;-0.00455611;-0.004576963;-0.004598008;-0.004619247;-0.004640684;-0.004642985;-0.004664643;-0.004686504;-0.004708571;-0.004730846;-0.004753334;-0.004776036;-0.004798956;-0.004822097;-0.004845462;-0.005514932;-0.005545515;-0.005576439;-0.00560771;-0.005639334;-0.005671316;-0.005703663;-0.005736382;-0.005769478;-0.005802958;-0.006821108;-0.006867955;-0.00691545;-0.006963607;-0.007012438;-0.00706196;-0.007112186;-0.007163132;-0.007214812;-0.007267244;-0.007942889;-0.008006484;-0.008071105;-0.008136778;-0.008203528;-0.008271383;-0.008340369;-0.008410516;-0.008481852;-0.00855441;-0.00924274;-0.009328965;-0.009416814;-0.009506334;-0.009597571;-0.009690577;-0.009785404;-0.009882104;-0.009980735;-0.010081354;-0.01050816;-0.010619754;-0.010733744;-0.010850208;-0.010969226;-0.011090884;-0.011215272;-0.011342481;-0.011472608;-0.011605757;-0.012116059;-0.012264659;-0.012416948;-0.012573068;-0.012733162;-0.012897387;-0.013065903;-0.013238881;-0.0134165;-0.013598951
BLZ;Belize;0.014213331;0.014014143;0.013820461;0.01363206;0.013448726;0.013270258;0.013096465;0.012927164;0.012762186;0.012601365;0.006785579;0.006739845;0.006694724;0.006650202;0.006606269;0.006562913;0.006520122;0.006477885;0.006436192;0.006395033;0.002822634;0.002814689;0.002806789;0.002798933;0.002791121;0.002783352;0.002775627;0.002767944;0.002760304;0.002752705;-0.000257702;-0.000257769;-0.000257835;-0.000257902;-0.000257968;-0.000258035;-0.000258102;-0.000258168;-0.000258235;-0.000258302;-0.002632458;-0.002639406;-0.002646391;-0.002653413;-0.002660472;-0.002667569;-0.002674704;-0.002681877;-0.002689089;-0.00269634;-0.004013112;-0.004029282;-0.004045583;-0.004062016;-0.004078583;-0.004095286;-0.004112127;-0.004129106;-0.004146226;-0.004163489;-0.004988615;-0.005013626;-0.005038889;-0.005064408;-0.005090187;-0.00511623;-0.00514254;-0.005169122;-0.005195981;-0.00522312;-0.006462949;-0.00650499;-0.006547582;-0.006590735;-0.006634461;-0.006678771;-0.006723677;-0.006769191;-0.006815325;-0.006862093;-0.008954587;-0.009035497;-0.009117881;-0.009201782;-0.009287241;-0.009374303;-0.009463012;-0.009553416;-0.009645564;-0.009739507
BOL;Bolivia;0.011497794;0.011367098;0.011239339;0.01111442;0.010992248;0.010872732;0.010755787;0.010641331;0.010529286;0.010419575;0.006899832;0.00685255;0.006805913;0.006759905;0.006714516;0.006669732;0.006625541;0.006581932;0.006538894;0.006496414;0.003462952;0.003451001;0.003439133;0.003427346;0.003415639;0.003404012;0.003392464;0.003380994;0.003369602;0.003358285;0.000421856;0.000421678;0.000421501;0.000421323;0.000421146;0.000420968;0.000420791;0.000420614;0.000420437;0.000420261;-0.001948929;-0.001952734;-0.001956555;-0.001960391;-0.001964241;-0.001968107;-0.001971988;-0.001975885;-0.001979797;-0.001983724;-0.003446637;-0.003458557;-0.00347056;-0.003482647;-0.003494818;-0.003507075;-0.003519418;-0.003531848;-0.003544366;-0.003556973;-0.004816212;-0.00483952;-0.004863055;-0.00488682;-0.004910818;-0.004935054;-0.004959529;-0.004984249;-0.005009216;-0.005034434;-0.006240045;-0.006279228;-0.006318905;-0.006359088;-0.006399785;-0.006441006;-0.006482761;-0.006525062;-0.006567918;-0.00661134;-0.007363313;-0.007417934;-0.007473371;-0.007529643;-0.007586768;-0.007644767;-0.00770366;-0.007763467;-0.00782421;-0.007885911
BRA;Brazil;0.006829348;0.006783024;0.006737325;0.006692237;0.006647749;0.006603848;0.006560523;0.006517763;0.006475557;0.006433894;0.003639504;0.003626306;0.003613203;0.003600195;0.00358728;0.003574457;0.003561726;0.003549085;0.003536534;0.003524071;0.000988546;0.00098757;0.000986596;0.000985623;0.000984653;0.000983684;0.000982717;0.000981753;0.00098079;0.000979829;-0.001413382;-0.001415383;-0.001417389;-0.001419401;-0.001421418;-0.001423441;-0.001425471;-0.001427505;-0.001429546;-0.001431593;-0.003764617;-0.003778843;-0.003793177;-0.00380762;-0.003822173;-0.003836838;-0.003851616;-0.003866508;-0.003881516;-0.003896641;-0.005861951;-0.005896516;-0.005931491;-0.005966884;-0.006002701;-0.006038951;-0.006075642;-0.006112781;-0.006150377;-0.006188438;-0.007754172;-0.007814769;-0.00787632;-0.007938849;-0.008002379;-0.008066934;-0.008132538;-0.008199219;-0.008267002;-0.008335915;-0.009908474;-0.010007634;-0.010108799;-0.010212031;-0.010317392;-0.01042495;-0.010534775;-0.010646938;-0.010761515;-0.010878585;-0.012595588;-0.012756261;-0.012921086;-0.013090226;-0.013263852;-0.013442147;-0.0136253;-0.013813514;-0.014007;-0.014205983
