Code;Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099
BEL;Belgium;0.012062694;0.01191892;0.011778532;0.011641414;0.011507451;0.014476635;0.014270052;0.014069283;0.013874084;0.013684228;0.013499498;0.013319689;0.013144607;0.012974068;0.012807897;0.013365442;0.013189163;0.013017473;0.012850196;0.012687164;0.012528216;0.012373202;0.012221977;0.012074404;0.011930352;0.011277598;0.011151832;0.01102884;0.010908532;0.01079082;0.010675621;0.010562856;0.010452448;0.010344325;0.010238415;0.006458283;0.006416841;0.006375928;0.006335533;0.006295647;0.006256259;0.006217362;0.006178945;0.006141;0.006103519;0.003697581;0.003683959;0.003670438;0.003657015;0.00364369;0.003630461;0.003617329;0.003604291;0.003591347;0.003578495;0.001808122;0.001804858;0.001801607;0.001798367;0.001795138;0.001791922;0.001788716;0.001785523;0.00178234;0.001779169;-0.000767078;-0.000767666;-0.000768256;-0.000768847;-0.000769438;-0.000770031;-0.000770624;-0.000771219;-0.000771814;-0.00077241;-0.002067312;-0.002071595;-0.002075895;-0.002080214;-0.00208455;-0.002088904;-0.002093277;-0.002097668;-0.002102077;-0.002106505;-0.003140637;-0.003150532;-0.003160489;-0.00317051;-0.003180594;-0.003190742;-0.003200956;-0.003211235;-0.00322158;-0.003231992
BEN;Benin;0.044703369;0.04279049;0.0410346;0.039417133;0.037922343;0.052995794;0.05032859;0.047916996;0.045725946;0.04372651;0.041894605;0.040210022;0.038655676;0.037217027;0.03588162;0.057165828;0.054074608;0.051300551;0.048797227;0.046526845;0.044458339;0.042565929;0.040828045;0.039226504;0.037745865;0.046564356;0.044492588;0.042597323;0.040856927;0.039253163;0.03777055;0.036395858;0.035117719;0.033926304;0.032813078;0.044666622;0.042756819;0.041003634;0.03938856;0.037895895;0.036512231;0.03522605;0.034027399;0.032907638;0.031859226;0.041290373;0.039653082;0.038140686;0.03673942;0.035437468;0.034224633;0.033092069;0.032032062;0.031037856;0.030103507;0.037348522;0.036003832;0.034752605;0.033585424;0.032494096;0.031471459;0.030511226;0.029607854;0.028756438;0.02795262;0.03326676;0.032195713;0.031191481;0.030248001;0.029359922;0.028522503;0.027731531;0.026983244;0.026274279;0.025601615;0.029424793;0.028583723;0.027789399;0.027038028;0.026326219;0.025650927;0.025009413;0.024399203;0.023818061;0.023263959;0.026325115;0.025649879;0.025008416;0.024398254;0.023817157;0.023263096;0.022734228;0.022228871;0.021745494;0.021282691
BFA;Burkina Faso;0.060009728;0.056612432;0.053579184;0.050854444;0.048393424;0.08994067;0.082518868;0.076228572;0.070829352;0.066144388;0.062040741;0.058416536;0.055192388;0.052305521;0.049705642;0.073058307;0.068084191;0.063744218;0.059924385;0.056536471;0.05351114;0.050793141;0.048337907;0.04610909;0.044076751;0.054874955;0.052020341;0.049448038;0.047118138;0.04499792;0.043060296;0.041282653;0.039645962;0.038134099;0.036733308;0.05117854;0.048686819;0.046426462;0.044366675;0.042481894;0.040750726;0.039155126;0.03767977;0.036311559;0.03503923;0.047261615;0.045128757;0.043180093;0.041392751;0.039747493;0.038228024;0.036820451;0.035512852;0.034294941;0.033157796;0.042873582;0.041111006;0.039487629;0.03798759;0.036597345;0.035305266;0.03410131;0.032976759;0.031924009;0.030936395;0.037890161;0.036506908;0.035221095;0.034022776;0.032903313;0.031855173;0.030871748;0.029947225;0.029076465;0.028254912;0.03255127;0.031525088;0.03056163;0.029655315;0.028801206;0.027994919;0.027232546;0.026510595;0.025825934;0.025175747;0.028062689;0.027296671;0.026571361;0.025883599;0.025230541;0.024609627;0.02401854;0.023455181;0.022917643;0.022404192
BGD;Bangladesh;0.07032273;0.065702361;0.061651699;0.058071493;0.054884281;0.093873844;0.085817797;0.079035173;0.073246151;0.068247299;0.063887172;0.060050702;0.056648896;0.053611844;0.050883867;0.064916313;0.060959074;0.057456575;0.05433469;0.051534574;0.049008921;0.04671926;0.044633993;0.04272692;0.040976136;0.036490322;0.035205656;0.034008369;0.032889839;0.031842543;0.030859886;0.029936062;0.029065942;0.028244976;0.027469111;0.028018514;0.027254873;0.026531754;0.025846014;0.025194828;0.024575649;0.023986173;0.023424313;0.022888173;0.022376027;0.023642389;0.023096336;0.022574938;0.022076561;0.021599714;0.02114303;0.020705258;0.020285247;0.019881937;0.019494351;0.021803152;0.021337918;0.020892124;0.020464575;0.020054175;0.019659912;0.019280852;0.018916133;0.018564956;0.01822658;0.020921462;0.020492724;0.020081206;0.019685889;0.019305837;0.018940181;0.018588118;0.018248905;0.017921851;0.017606314;0.019459859;0.019088402;0.018730859;0.018386465;0.018054507;0.017734322;0.017425296;0.017126856;0.016838466;0.016559627;0.019265915;0.018901755;0.018551107;0.018213231;0.017887443;0.017573105;0.017269624;0.016976447;0.016693059;0.016418976
BGR;Bulgaria;0.028489391;0.027700228;0.026953607;0.026246178;0.025574933;0.036041873;0.034788047;0.033618524;0.032525079;0.031500522;0.030538542;0.029633576;0.028780701;0.027975545;0.027214212;0.02955;0.02870186;0.027901048;0.02714371;0.0264264;0.025746025;0.025099805;0.02448523;0.023900032;0.023342154;0.013591376;0.013409127;0.013231702;0.01305891;0.012890573;0.012726521;0.012566592;0.012410633;0.012258497;0.012110046;0.007651198;0.007593102;0.007535881;0.007479517;0.007423989;0.007369279;0.00731537;0.007262244;0.007209884;0.007158274;0.008606873;0.008533427;0.008461224;0.008390232;0.008320422;0.008251764;0.008184229;0.008117791;0.008052424;0.0079881;0.010647174;0.010535006;0.010425177;0.010317614;0.010212248;0.010109012;0.010007843;0.009908678;0.00981146;0.00971613;0.009357764;0.009271008;0.009185846;0.009102234;0.009020131;0.008939495;0.008860289;0.008782474;0.008706013;0.008630873;0.008758518;0.008682472;0.008607736;0.008534275;0.008462058;0.008391052;0.008321228;0.008252557;0.00818501;0.008118559;0.008655034;0.008580767;0.008507764;0.008435992;0.008365422;0.008296022;0.008227764;0.008160621;0.008094564;0.008029568
BHR;Bahrain;0.064785686;0.060843874;0.057354221;0.054243148;0.051452217;0.059241108;0.055927878;0.052965623;0.05030138;0.047892329;0.045703483;0.043705968;0.041875748;0.040192651;0.038639622;0.042079739;0.040380536;0.038813237;0.037363056;0.036017338;0.034765189;0.033597176;0.032505097;0.031481779;0.030520926;0.025911582;0.02525713;0.024634923;0.024042634;0.023478157;0.022939578;0.022425155;0.021933297;0.021462553;0.02101159;0.017296163;0.017002092;0.016717854;0.016442963;0.016176965;0.015919437;0.01566998;0.01542822;0.015193807;0.01496641;0.019723552;0.019342058;0.018975042;0.018621695;0.018281266;0.017953062;0.017636434;0.017330781;0.017035541;0.016750193;0.020717401;0.020296902;0.019893133;0.019505115;0.019131945;0.018772785;0.018426861;0.018093456;0.017771901;0.017461575;0.017347182;0.017051388;0.016765513;0.016489066;0.016221587;0.015962647;0.015711845;0.015468801;0.015233162;0.015004595;0.0143648;0.014161375;0.013963631;0.013771333;0.013584259;0.0134022;0.013224957;0.01305234;0.012884172;0.012720281;0.011492699;0.011362118;0.01123447;0.011109659;0.010987591;0.010868176;0.010751328;0.010636967;0.010525013;0.01041539
BHS;Bahamas;-0.006362906;-0.006403652;-0.006444923;-0.00648673;-0.006529082;0.028879444;0.028068832;0.027302483;0.026576869;0.025888825;0.025235507;0.024614352;0.02402304;0.023459472;0.02292174;0.017461594;0.01716192;0.016872358;0.016592405;0.01632159;0.016059474;0.015805644;0.015559712;0.015321317;0.015090117;0.010223227;0.01011977;0.010018386;0.009919014;0.009821593;0.009726068;0.009632382;0.009540485;0.009450324;0.009361852;0.008349382;0.008280247;0.008212247;0.008145356;0.008079545;0.008014789;0.007951063;0.007888342;0.007826603;0.007765823;0.006954876;0.00690684;0.006859463;0.006812731;0.006766632;0.006721153;0.00667628;0.006632003;0.006588309;0.006545188;0.007917873;0.007855673;0.007794442;0.007734159;0.0076748;0.007616347;0.007558776;0.00750207;0.007446208;0.007391172;0.007977746;0.007914605;0.007852456;0.007791275;0.007731041;0.00767173;0.007613323;0.007555798;0.007499136;0.007443318;0.007208906;0.00715731;0.007106447;0.007056302;0.007006859;0.006958105;0.006910024;0.006862603;0.006815829;0.006769688;0.007015963;0.006967082;0.006918878;0.006871336;0.006824443;0.006778185;0.006732551;0.006687527;0.006643101;0.006599261
BIH;Bosnia and Herzegovina;0.034118874;0.032993184;0.031939401;0.030950849;0.030021654;0.033657581;0.032561635;0.03153481;0.030570767;0.029663918;0.02880932;0.028002585;0.0272398;0.02651747;0.025832458;0.036887846;0.035575541;0.0343534;0.03321244;0.032144832;0.031143722;0.030203086;0.029317603;0.028482563;0.027693773;0.020925839;0.020496924;0.020085238;0.019689765;0.019309564;0.018943768;0.018591574;0.018252236;0.017925063;0.017609414;0.010983525;0.010864198;0.010747435;0.010633156;0.010521282;0.010411737;0.01030445;0.010199351;0.010096374;0.009995457;0.006635903;0.006592158;0.006548986;0.006506376;0.006464317;0.006422798;0.006381809;0.00634134;0.00630138;0.006261922;0.004943799;0.004919478;0.004895395;0.004871547;0.00484793;0.004824541;0.004801377;0.004778434;0.004755709;0.004733199;0.004161102;0.004143859;0.004126758;0.004109798;0.004092977;0.004076292;0.004059744;0.004043329;0.004027046;0.004010894;0.003195648;0.003185468;0.003175353;0.003165302;0.003155315;0.00314539;0.003135528;0.003125727;0.003115987;0.003106308;0.003810845;0.003796378;0.00378202;0.00376777;0.003753627;0.00373959;0.003725658;0.003711829;0.003698102;0.003684476
BLR;Belarus;0.084269152;0.077719772;0.07211501;0.067264248;0.063024924;0.048397671;0.046163467;0.044126437;0.042261584;0.040547963;0.038967894;0.037506351;0.036150478;0.034889216;0.033712996;0.026071946;0.025409471;0.024779829;0.024180637;0.023609738;0.023065176;0.022545167;0.02204809;0.021572458;0.021116914;0.012734946;0.012574807;0.012418645;0.012266314;0.012117674;0.011972594;0.011830947;0.011692613;0.011557475;0.011425426;0.005618215;0.005586827;0.005555788;0.005525092;0.005494733;0.005464706;0.005435005;0.005405626;0.005376562;0.005347809;0.00601237;0.005976437;0.005940932;0.005905845;0.005871171;0.005836902;0.00580303;0.005769549;0.005736452;0.005703733;0.009158641;0.009075522;0.008993897;0.008913728;0.008834976;0.008757602;0.008681573;0.008606852;0.008533406;0.008461203;0.0076217;0.007564049;0.007507264;0.007451325;0.007396213;0.007341911;0.0072884;0.007235664;0.007183685;0.007132448;0.007601327;0.007543982;0.007487497;0.007431851;0.007377026;0.007323004;0.007269767;0.007217299;0.007165583;0.007114603;0.008556758;0.008484161;0.008412786;0.008342601;0.008273578;0.008205688;0.008138902;0.008073195;0.008008541;0.007944914
BLZ;Belize;0.025863014;0.025210982;0.024591018;0.024000814;0.023438276;0.028190199;0.0274173;0.026685651;0.025992037;0.025333566;0.024707633;0.024111886;0.023544191;0.023002613;0.02248539;0.034973505;0.033791691;0.032687137;0.031652508;0.030681365;0.029768041;0.028907521;0.028095354;0.027327576;0.026600645;0.030454291;0.029554237;0.028705857;0.027904826;0.027147285;0.026429788;0.025749241;0.025102862;0.024488139;0.023902804;0.027901978;0.02714459;0.026427233;0.025746816;0.025100557;0.024485946;0.023900714;0.023342805;0.022810347;0.022301639;0.025394958;0.024766026;0.024167493;0.023597208;0.023053216;0.022533741;0.022037161;0.021561996;0.021106889;0.020670597;0.024286289;0.02371045;0.023161285;0.022636984;0.022135894;0.021656508;0.021197445;0.02075744;0.020335331;0.019930047;0.023465976;0.02292795;0.022414042;0.021922666;0.021452373;0.021001834;0.02056983;0.02015524;0.019757032;0.019374254;0.021853437;0.021386078;0.02093829;0.020508869;0.020096708;0.019700787;0.019320165;0.018953971;0.018601401;0.018261707;0.021166941;0.020728189;0.020307256;0.019903079;0.019514677;0.019141144;0.018781642;0.018435395;0.018101683;0.017779838
BOL;Bolivia;0.050362298;0.047947549;0.045753768;0.043751951;0.041917959;0.065626302;0.061584725;0.058012067;0.054831196;0.051981015;0.049412503;0.047085872;0.044968492;0.043033347;0.041257882;0.054849442;0.051997413;0.04942732;0.047099327;0.044980763;0.043044585;0.041268212;0.039632643;0.038121777;0.036721874;0.038972646;0.037510753;0.036154568;0.034893025;0.033716553;0.032616826;0.031586572;0.03061941;0.029709716;0.028852516;0.034140574;0.033013475;0.031958417;0.030968706;0.030038454;0.029162459;0.028336108;0.027555298;0.026816365;0.026116028;0.031331842;0.030379981;0.02948425;0.028639826;0.027842424;0.027088222;0.026373803;0.025696099;0.025052351;0.02444007;0.029970685;0.029098581;0.028275795;0.02749826;0.026762342;0.026064788;0.025402672;0.024773363;0.02417448;0.023603868;0.028374859;0.027591941;0.026851068;0.026148941;0.025482598;0.024849372;0.024246853;0.02367286;0.023125416;0.022602718;0.025657697;0.025015848;0.024405328;0.023823898;0.023269527;0.022740369;0.022234743;0.021751113;0.021288073;0.020844338;0.023513066;0.022972902;0.022457;0.02196376;0.021491721;0.021039545;0.020606004;0.020189969;0.019790402;0.019406342
BRA;Brazil;0.048640059;0.046383941;0.044327841;0.042446289;0.040717962;0.044003861;0.042149136;0.040444438;0.038872271;0.037417758;0.036068168;0.034812543;0.0336414;0.032546491;0.031520606;0.027625713;0.02688305;0.026179271;0.025511401;0.02487676;0.024272928;0.023697715;0.023149134;0.022625376;0.022124794;0.012236205;0.01208829;0.011943909;0.011802935;0.011665251;0.011530742;0.0113993;0.01127082;0.011145205;0.011022358;0.006767396;0.006721906;0.006677024;0.006632737;0.006589034;0.006545902;0.006503332;0.006461312;0.006419832;0.00637888;0.004364014;0.004345052;0.004326254;0.004307618;0.004289142;0.004270824;0.004252662;0.004234653;0.004216796;0.00419909;0.002993129;0.002984197;0.002975318;0.002966492;0.002957718;0.002948995;0.002940324;0.002931704;0.002923134;0.002914615;0.002526017;0.002519652;0.00251332;0.002507019;0.002500749;0.002494511;0.002488304;0.002482128;0.002475982;0.002469867;0.00127305;0.001271432;0.001269817;0.001268207;0.001266601;0.001264998;0.0012634;0.001261806;0.001260216;0.00125863;0.000978641;0.000977684;0.000976729;0.000975776;0.000974825;0.000973876;0.000972928;0.000971982;0.000971039;0.000970097
