Code;Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099
BEL;Belgium;0.012062694;0.01191892;0.011778532;0.011641414;0.011507451;0.016089033;0.015834275;0.015587459;0.015348219;0.015116212;0.014891115;0.014672623;0.01446045;0.014254326;0.014053996;0.020304857;0.019900775;0.019512462;0.019139012;0.01877959;0.018433418;0.018099777;0.017777999;0.017467462;0.017167588;0.02116376;0.020725138;0.020304328;0.019900266;0.019511973;0.019138542;0.018779137;0.018432981;0.018099356;0.017777593;0.016387822;0.016123592;0.015867747;0.015619894;0.015379665;0.015146714;0.014920714;0.014701359;0.014488361;0.014281446;0.013545309;0.013364285;0.013188037;0.013016376;0.012849127;0.012686122;0.0125272;0.012372211;0.01222101;0.01207346;0.011078132;0.010956752;0.010838003;0.0107218;0.010608062;0.010496712;0.010387676;0.010280881;0.01017626;0.010073747;0.007946365;0.007883718;0.007822051;0.007761341;0.007701567;0.007642706;0.007584738;0.007527643;0.007471401;0.007415993;0.006206604;0.00616832;0.006130505;0.006093151;0.006056249;0.006019792;0.005983771;0.005948178;0.005913006;0.005878248;0.004640048;0.004618618;0.004597384;0.004576345;0.004555497;0.004534839;0.004514367;0.004494079;0.004473973;0.004454045
BEN;Benin;0.044703369;0.04279049;0.0410346;0.039417133;0.037922343;0.053329101;0.050629097;0.048189315;0.045973866;0.043953169;0.042102625;0.040401611;0.038832707;0.037381098;0.036034104;0.05461415;0.051785907;0.049236167;0.046925725;0.044822401;0.042899541;0.041134873;0.039509649;0.038007968;0.036616258;0.038733974;0.037289599;0.035949073;0.034701583;0.033537769;0.032449486;0.031429611;0.030471892;0.029570813;0.028721495;0.034284818;0.033148333;0.032084777;0.031087346;0.030150061;0.02926764;0.028435402;0.027649187;0.026905278;0.02620035;0.029700106;0.028843452;0.028034831;0.027270312;0.026546384;0.025859898;0.025208021;0.024588201;0.02399813;0.023435717;0.025460641;0.024828492;0.024226973;0.02365391;0.023107331;0.022585442;0.022086606;0.021609329;0.021152244;0.020714094;0.021854019;0.021386635;0.020938824;0.020509382;0.020097201;0.019701261;0.01932062;0.018954409;0.018601823;0.018262114;0.018984876;0.018631165;0.018290394;0.017961864;0.017644928;0.017338983;0.017043467;0.016757855;0.016481658;0.016214417;0.017267957;0.016974836;0.016691501;0.016417468;0.016152289;0.015895539;0.015646825;0.015405773;0.015172036;0.014945286
BFA;Burkina Faso;0.060009728;0.056612432;0.053579184;0.050854444;0.048393424;0.089010637;0.081735323;0.075559448;0.070251298;0.065640003;0.061596789;0.058022773;0.05484076;0.05198961;0.04942027;0.068152254;0.063803876;0.059977104;0.056583396;0.053553175;0.050831013;0.048372205;0.046140297;0.044105267;0.042242165;0.045538327;0.043554909;0.041737056;0.040064866;0.038521507;0.037092643;0.035765988;0.034530954;0.033378367;0.032300238;0.040859718;0.03925574;0.037772935;0.036398073;0.035119781;0.033928229;0.032814878;0.031772275;0.030793883;0.029873948;0.036946678;0.035630258;0.03440442;0.033260124;0.032189498;0.031185647;0.030242515;0.029354753;0.028517625;0.02772692;0.033313566;0.032239551;0.031232625;0.030286692;0.029396373;0.028556904;0.027764049;0.02701403;0.026303467;0.025629327;0.029478636;0.028634529;0.027837418;0.027083484;0.026369311;0.025691835;0.025048298;0.024436213;0.023853328;0.023297602;0.025552479;0.024915818;0.024310111;0.023733156;0.023182951;0.022657679;0.022155683;0.021675448;0.021215591;0.020774841;0.022650344;0.022148669;0.021668735;0.02120916;0.020768674;0.020346112;0.019940402;0.019550556;0.019175661;0.018814874
BGD;Bangladesh;0.07032273;0.065702361;0.061651699;0.058071493;0.054884281;0.088017461;0.080897103;0.074842557;0.069631181;0.065098309;0.061119531;0.057599101;0.054462131;0.051649205;0.04911258;0.05699522;0.053921928;0.051163114;0.048672859;0.046413768;0.044355082;0.042471265;0.040740946;0.039146097;0.037671408;0.024243556;0.023669718;0.023122417;0.022599854;0.022100388;0.021622522;0.021164884;0.020726216;0.020305363;0.01990126;0.012659549;0.012501288;0.012346936;0.012196348;0.01204939;0.01190593;0.011765847;0.011629022;0.011495342;0.011364701;0.006381845;0.006341376;0.006301416;0.006261957;0.006222989;0.006184503;0.00614649;0.006108941;0.006071849;0.006035204;0.002034176;0.002030046;0.002025934;0.002021837;0.002017758;0.002013695;0.002009648;0.002005617;0.002001603;0.001997604;-0.00070874;-0.000709243;-0.000709746;-0.000710251;-0.000710755;-0.000711261;-0.000711767;-0.000712274;-0.000712782;-0.00071329;-0.002532191;-0.00253862;-0.002545081;-0.002551575;-0.002558102;-0.002564663;-0.002571257;-0.002577885;-0.002584548;-0.002591245;-0.002944888;-0.002953586;-0.002962335;-0.002971137;-0.002979991;-0.002988898;-0.002997858;-0.003006872;-0.003015941;-0.003025064
BGR;Bulgaria;0.028489391;0.027700228;0.026953607;0.026246178;0.025574933;0.035842422;0.034602196;0.033444928;0.032362564;0.03134806;0.030395229;0.029498612;0.028653377;0.027855231;0.027100344;0.037655206;0.036288746;0.035017987;0.033833216;0.032725991;0.031688939;0.030715594;0.029800261;0.028937904;0.028124053;0.024023552;0.02345996;0.022922206;0.022408553;0.021917415;0.021447345;0.020997015;0.020565207;0.020150801;0.019752767;0.014737025;0.014522999;0.014315101;0.014113071;0.013916664;0.013725649;0.013539806;0.013358929;0.013182821;0.013011295;0.012513594;0.012358939;0.01220806;0.012060821;0.011917091;0.011776747;0.011639669;0.011505746;0.01137487;0.011246937;0.009691667;0.00959864;0.009507383;0.009417843;0.009329975;0.009243731;0.009159067;0.00907594;0.008994309;0.008914132;0.004471047;0.004451145;0.00443142;0.00441187;0.004392491;0.004373281;0.004354239;0.004335361;0.004316647;0.004298094;0.002168076;0.002163386;0.002158716;0.002154066;0.002149436;0.002144826;0.002140235;0.002135664;0.002131113;0.002126581;0.000563078;0.000562761;0.000562445;0.000562129;0.000561813;0.000561497;0.000561182;0.000560868;0.000560553;0.000560239
BHR;Bahrain;0.064785686;0.060843874;0.057354221;0.054243148;0.051452217;0.065552833;0.061520021;0.05795465;0.0547799;0.051934911;0.049370841;0.047048039;0.044933983;0.043001744;0.041228832;0.055297152;0.052399603;0.049790596;0.047429074;0.045281418;0.043319835;0.041521145;0.039865869;0.038337511;0.036922013;0.040330989;0.038767459;0.037320633;0.035977914;0.034728457;0.03356287;0.032472984;0.031451655;0.030492612;0.029590325;0.028625675;0.02782905;0.027075563;0.026361802;0.025684707;0.025041523;0.024429764;0.023847183;0.023291741;0.022761584;0.026040867;0.025379951;0.024751752;0.024153901;0.023584249;0.023040848;0.022521924;0.022025859;0.021551176;0.021096521;0.02101929;0.020586575;0.020171317;0.01977248;0.019389109;0.019020322;0.018665302;0.018323292;0.01799359;0.017675544;0.013787732;0.013600216;0.013417732;0.01324008;0.013067071;0.012898525;0.012734271;0.012574149;0.012418003;0.012265688;0.008769164;0.008692934;0.008618018;0.008544383;0.008471995;0.008400823;0.008330837;0.008262008;0.008194306;0.008127705;0.005023181;0.004998075;0.004973219;0.004948608;0.00492424;0.004900111;0.004876217;0.004852554;0.004829121;0.004805913
BHS;Bahamas;-0.006362906;-0.006403652;-0.006444923;-0.00648673;-0.006529082;0.028216026;0.027441729;0.026708794;0.026013991;0.025354422;0.024727471;0.024130778;0.023562204;0.023019806;0.022501819;0.023526558;0.022985782;0.022469307;0.021975532;0.021502993;0.021050347;0.020616366;0.020199917;0.019799959;0.019415532;0.019975129;0.019583938;0.019207774;0.018845788;0.018497194;0.018161262;0.017837313;0.01752472;0.017222893;0.016931287;0.015291037;0.015060743;0.014837282;0.014620356;0.014409681;0.014204992;0.014006036;0.013812577;0.013624389;0.01344126;0.011266206;0.011140693;0.011017945;0.010897873;0.01078039;0.010665412;0.010552862;0.010442662;0.01033474;0.010229025;0.009066553;0.008985089;0.008905077;0.008826476;0.008749251;0.008673366;0.008598785;0.008525476;0.008453407;0.008382546;0.005914922;0.005880141;0.005845767;0.005811793;0.005778211;0.005745015;0.005712199;0.005679755;0.005647677;0.00561596;0.003408924;0.003397342;0.003385839;0.003374414;0.003363066;0.003351794;0.003340597;0.003329474;0.003318426;0.00330745;0.001758633;0.001755546;0.001752469;0.001749403;0.001746348;0.001743304;0.00174027;0.001737247;0.001734234;0.001731232
BIH;Bosnia and Herzegovina;0.034118874;0.032993184;0.031939401;0.030950849;0.030021654;0.033180118;0.032114553;0.031115299;0.030176353;0.029292415;0.028458788;0.027671296;0.026926213;0.026220202;0.025550269;0.042705407;0.040956349;0.039344925;0.037855503;0.036474734;0.035191146;0.033994829;0.032877175;0.031830672;0.030848736;0.029241268;0.028410509;0.02762565;0.02688299;0.026179214;0.025511347;0.024876709;0.02427288;0.023697669;0.02314909;0.016078682;0.015824249;0.015577743;0.015338799;0.015107074;0.014882247;0.014664014;0.014452088;0.014246201;0.014046097;0.008924019;0.008845085;0.008767536;0.008691334;0.008616446;0.008542837;0.008470475;0.008399329;0.008329368;0.008260562;0.003607118;0.003594153;0.003581282;0.003568502;0.003555813;0.003543214;0.003530704;0.003518282;0.003505947;0.003493698;-0.000579148;-0.000579484;-0.00057982;-0.000580156;-0.000580493;-0.00058083;-0.000581168;-0.000581506;-0.000581844;-0.000582183;-0.003202201;-0.003212488;-0.003222841;-0.003233262;-0.003243749;-0.003254306;-0.003264931;-0.003275625;-0.00328639;-0.003297226;-0.003820176;-0.003834825;-0.003849588;-0.003864464;-0.003879456;-0.003894565;-0.003909792;-0.003925139;-0.003940606;-0.003956196
BLR;Belarus;0.084269152;0.077719772;0.07211501;0.067264248;0.063024924;0.047284509;0.045149631;0.043199203;0.041410311;0.039763684;0.038243001;0.036834346;0.035525777;0.034306994;0.033169063;0.031500023;0.030538073;0.029633134;0.028780284;0.027975151;0.02721384;0.026492867;0.02580911;0.025159759;0.024542281;0.02118508;0.020745583;0.020323951;0.019919116;0.019530094;0.019155976;0.018795922;0.018449153;0.018114947;0.017792635;0.011760186;0.011623492;0.011489939;0.01135942;0.011231833;0.01110708;0.010985068;0.010865707;0.010748913;0.010634602;0.00959687;0.009505645;0.009416139;0.009328302;0.009242089;0.009157455;0.009074357;0.008992754;0.008912605;0.008833872;0.008369899;0.008300426;0.008232096;0.008164882;0.008098756;0.008033693;0.007969668;0.007906654;0.007844629;0.00778357;0.003144829;0.00313497;0.003125173;0.003115437;0.003105761;0.003096145;0.003086589;0.003077091;0.003067651;0.00305827;0.00165703;0.001654289;0.001651556;0.001648833;0.001646119;0.001643414;0.001640717;0.00163803;0.001635351;0.001632681;0.001059165;0.001058044;0.001056926;0.00105581;0.001054696;0.001053585;0.001052476;0.00105137;0.001050265;0.001049164
BLZ;Belize;0.025863014;0.025210982;0.024591018;0.024000814;0.023438276;0.025909753;0.025255392;0.024633269;0.024041059;0.023476655;0.022938144;0.022423784;0.021931986;0.021461297;0.021010387;0.027630058;0.026887164;0.026183173;0.025515106;0.024880283;0.024276282;0.023700912;0.023152184;0.02262829;0.022127581;0.022554348;0.02205687;0.021580863;0.021124968;0.020687936;0.02026862;0.019865965;0.019478996;0.019106814;0.018748588;0.019955654;0.019565217;0.019189765;0.018828452;0.018480493;0.018145161;0.017821782;0.017509728;0.017208413;0.016917293;0.018730746;0.018386355;0.018054401;0.01773422;0.017425198;0.017126761;0.016838374;0.016559538;0.016289787;0.016028683;0.019252724;0.018889059;0.018538877;0.018201442;0.017876072;0.01756213;0.017259025;0.016966205;0.016683155;0.016409394;0.019495213;0.019122418;0.018763612;0.018418023;0.018084935;0.01776368;0.017453639;0.017154235;0.01686493;0.016585221;0.01931294;0.018947017;0.018594703;0.018255252;0.017927973;0.017612221;0.017307399;0.01701295;0.016728351;0.016453117;0.019971513;0.019580461;0.01920443;0.018842569;0.018494093;0.018158272;0.01783443;0.017521936;0.017220205;0.016928689
BOL;Bolivia;0.050362298;0.047947549;0.045753768;0.043751951;0.041917959;0.064697847;0.060766392;0.057285367;0.054181557;0.051396798;0.048884301;0.046606;0.044530606;0.04263217;0.040888984;0.05999044;0.056595266;0.053563808;0.050840592;0.048380879;0.046148189;0.044112478;0.04224878;0.040536176;0.038957008;0.05239794;0.049789094;0.047427712;0.045280176;0.043318698;0.041520101;0.039864906;0.038336621;0.036921187;0.035606551;0.049232002;0.046921941;0.044818949;0.042896378;0.041131966;0.039506967;0.038005485;0.036613954;0.035320723;0.034115731;0.046153965;0.044117756;0.042253621;0.040540632;0.038961124;0.037500078;0.036144651;0.034883789;0.033707929;0.032608755;0.043498122;0.041684907;0.04001681;0.03847708;0.037051448;0.035727686;0.03449525;0.033345006;0.032268996;0.031260259;0.040624396;0.039038481;0.037571737;0.036211219;0.034945789;0.033765816;0.032662926;0.031629804;0.030660033;0.02974796;0.03672077;0.035420116;0.034208449;0.033076938;0.032017885;0.031024544;0.030090985;0.029211968;0.02838285;0.027599497;0.033523817;0.032436424;0.031417358;0.030460373;0.029559966;0.028711262;0.027909932;0.027152119;0.026434369;0.02575359
BRA;Brazil;0.048640059;0.046383941;0.044327841;0.042446289;0.040717962;0.041836689;0.040156667;0.038606364;0.037171314;0.035839127;0.034599125;0.033442059;0.032359878;0.03134554;0.030392859;0.032356492;0.031342363;0.030389873;0.029493567;0.028648617;0.027850732;0.027096086;0.026381257;0.025703175;0.025059077;0.02299098;0.022474274;0.021980283;0.021507541;0.021054706;0.020620547;0.020203931;0.019803816;0.019419241;0.019049317;0.017375271;0.017078527;0.016791748;0.016514442;0.016246146;0.015986428;0.015734883;0.015491132;0.015254818;0.015025605;0.014126874;0.013930085;0.013738704;0.01355251;0.013371295;0.013194863;0.013023026;0.012855607;0.012692438;0.012533359;0.010504219;0.010395028;0.010288083;0.010183316;0.010080661;0.009980056;0.009881438;0.009784751;0.009689937;0.009596944;0.008092083;0.008027127;0.007963205;0.007900293;0.007838368;0.007777406;0.007717385;0.007658283;0.007600079;0.007542754;0.005916556;0.005881756;0.005847363;0.005813371;0.005779771;0.005746557;0.005713723;0.005681261;0.005649167;0.005617433;0.004897727;0.004873856;0.004850217;0.004826806;0.00480362;0.004780655;0.004757909;0.004735379;0.004713061;0.004690952
